round,condition,iteration,end_to_end_ms,total_compute_ms,non_compute_overhead_ms,total_activation_bytes,num_hops,hop_1_compute_ms,hop_1_deserialize_ms,hop_1_serialize_ms,hop_1_forward_ms,hop_1_activation_bytes,hop_2_compute_ms,hop_2_deserialize_ms,hop_2_serialize_ms,hop_2_forward_ms,hop_2_activation_bytes,hop_3_compute_ms,hop_3_deserialize_ms,hop_3_serialize_ms,hop_3_forward_ms,hop_3_activation_bytes,hop_4_compute_ms,hop_4_deserialize_ms,hop_4_serialize_ms,hop_4_forward_ms,hop_4_activation_bytes,hop_5_compute_ms,hop_5_deserialize_ms,hop_5_serialize_ms,hop_5_forward_ms,hop_5_activation_bytes
1,chain_5svc,1,90.32310299994606,68.9950849998695,21.328018000076554,2107392,4,27.098326999976052,0.22149899996293243,0.1419000000169035,59.976639000069554,602112,12.210120999952778,0.2677980000953539,0.0442000000475673,44.12001500008955,802816,12.686450000046534,0.15980499983925256,0.03440099999352242,29.151003999913883,401408,16.498393999881955,0.10350000002290471,0.029799999992974335,6.4177589999872,200704,0.5017930000121851,0.09449900016988977,0.029198999982327223,0.0,100352
1,chain_5svc,2,81.7571269999462,67.78927799973644,13.967849000209753,2107392,4,25.75223099984214,0.22780000017519342,0.07719900008851255,52.636058999951274,602112,12.394418999974732,0.26889900004789524,0.0679999998283165,36.481063999872276,802816,12.396741999964433,0.15620400017724023,0.032800999861137825,21.73979999997755,401408,16.75719299987577,0.11159900009261037,0.0348990001839411,3.038380999896617,200704,0.48869300007936545,0.12329899982432835,0.026700000034907134,0.0,100352
1,chain_5svc,3,83.85584500001642,69.53396300013992,14.321881999876496,2107392,4,26.894827999967674,0.19679899992297578,0.1190000000406144,53.90475599983802,602112,12.109722000104739,0.3070979998938128,0.05239899996922759,38.04715399996894,802816,12.134435000007215,0.14590399996450287,0.03260099992985488,23.211141000047064,401408,17.95178399993347,0.10139999994862592,0.030800000104136416,3.4299779999855673,200704,0.4431940001268231,0.146997999991072,0.02679999988686177,0.0,100352
1,chain_5svc,4,82.13442999999643,68.3660949998739,13.768335000122534,2107392,4,26.071430000001783,0.21179899999879126,0.11049999989154458,52.820557999893936,602112,12.296821000063574,0.2690979999897536,0.05309900006977841,37.297358999921926,802816,12.964056999862805,0.1544040001135727,0.03430100014156778,21.797700999968583,401408,16.543894000051296,0.11289899998701003,0.03089999995609105,2.8314819999195606,200704,0.4898929998944368,0.1189990000511898,0.02700000004551839,0.0,100352
1,chain_5svc,5,84.68095200009884,70.43136500010405,14.24958699999479,2107392,4,28.077824000092733,0.29440000002978195,0.13799999987895717,53.25165699991885,602112,12.6301190000504,0.2805980000175623,0.0721989999874495,36.53316400004769,802816,12.21963699981643,0.1461040001231595,0.033401000109734014,22.1627119999539,401408,17.073091000156637,0.10679899992283026,0.03299900004094525,2.937281000185976,200704,0.4306939999878523,0.09999899998547335,0.025398999923709198,0.0,100352
1,chain_5svc,6,87.53857799979414,71.43296299977919,16.10561500001495,2107392,4,28.93122199998288,0.2248999999210355,0.12169999990874203,55.34375100000943,602112,12.247619999925519,0.2655989999311714,0.044399999978850246,37.75315600000795,802816,12.251037999931214,0.14820399997006461,0.03310100009912276,22.249414000043544,401408,17.592387999911807,0.11229899996578752,0.030598999956055195,2.669183000080011,200704,0.41069500002777204,0.10209800007032754,0.02689899997676548,0.0,100352
1,chain_5svc,7,81.98872800016943,67.66197400020246,14.326753999966968,2107392,4,26.01133000007394,0.26359899993622093,0.09479999994255195,52.7340579999418,602112,12.22252100001242,0.268599000037284,0.045998999894436565,36.650262999955885,802816,12.216636999937691,0.15000400003373215,0.03240099999857193,21.623196000064127,401408,16.77229200004149,0.11339899992890423,0.036500000078376615,2.760882000075071,200704,0.4391940001369221,0.1059989999703248,0.026499999876250513,0.0,100352
1,chain_5svc,8,82.06842899994626,68.44197200007329,13.626456999872971,2107392,4,26.669528999946124,0.22599900012210128,0.08679999996275001,52.153060999899026,602112,12.260620000006384,0.2800990000650927,0.059299999975337414,36.4473640001961,802816,12.233036999987235,0.1503040000443434,0.03360100004101696,21.963905000120576,401408,16.855192000093666,0.1111990000026708,0.0315999998292682,2.9868809999697987,200704,0.4235940000398841,0.10119900002791837,0.025298999844380887,0.0,100352
1,chain_5svc,9,83.88264600012008,69.5190689998526,14.363577000267469,2107392,4,26.221829999940383,0.2111000001150387,0.1173989999188052,54.496453999945516,602112,12.030322000100568,0.2612979999412346,0.04829999988942291,38.89574800018636,802816,12.328242999956274,0.1591039999766508,0.03320099995107739,23.927765000053114,401408,18.440980999912426,0.1191000001199427,0.029799999992974335,3.4588780001740815,200704,0.4976929999429558,0.10369799997533846,0.0271000001248467,0.0,100352
1,chain_5svc,10,82.53173399998559,68.75837999973555,13.773354000250038,2107392,4,26.77452800003266,0.22059899993109866,0.11509999990266806,52.42495900006361,602112,12.035922999984905,0.2665980000529089,0.04559900003187067,37.11406000002171,802816,12.427844999820081,0.1550050001242198,0.033501000189062324,22.147716000063156,401408,17.058591000022716,0.13159900004211522,0.028799999881812255,3.0180799999470764,200704,0.46149299987519043,0.1018990001284692,0.0297000001410197,0.0,100352
