round,condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms
1,monolithic,200,77.43340070000158,75.448412500009,3.6139804581053503,74.33230600008756,86.13445500031958,83.69118765008352
1,split_after_layer2,200,79.8819069950082,79.4320659999812,1.704490221315587,78.05250899991734,90.41865000017424,83.93525159988258
1,split_after_layer3,200,79.9380622949866,79.53646650003066,1.6567447964742628,77.96045499981119,88.93445900002916,83.23884414985514
1,split_after_layer3_block0,200,79.22425341999997,78.98861700005,1.2234382549771716,78.15216599965424,94.03027799999109,80.36451514990404
2,monolithic,200,77.40466782500334,75.50855999988926,3.543007607704077,74.37393999998676,86.47423399997933,83.92723109993767
2,split_after_layer2,200,80.23739739498296,79.32112449998385,2.7686483098324093,77.801155999623,93.93180000006396,87.49317259978397
2,split_after_layer3,200,80.61912114999132,79.89018849980312,2.449633247083516,78.47706499978813,90.05719400011003,87.67821714973252
2,split_after_layer3_block0,200,80.15114611999252,79.26876899978197,2.707989510272688,77.74283800017656,92.52563600011854,87.08295255019038
3,monolithic,200,77.66277938500707,75.66732899999806,3.744795300312408,74.0553259997796,87.8005189997566,84.31570609989194
3,split_after_layer2,200,80.33257916999901,79.62046900001951,2.4513497482349274,78.37408199975471,93.39582799975688,87.2726267999269
3,split_after_layer3,200,80.43047125998783,79.68584049990568,2.433844416351752,78.53802099998575,91.77196299970092,87.24385519985844
3,split_after_layer3_block0,200,80.68422534999854,79.70561300021473,2.8745750511630477,78.127805999884,92.94430699992517,88.39072070004477
4,monolithic,200,77.64679504499782,75.79234349987019,3.7156430657679476,74.34573299997282,97.69217899975047,83.91126675012401
4,split_after_layer2,200,80.38905456502562,79.50107900001058,2.6152006388324383,78.36549200010268,92.12228799970035,87.80536239996763
4,split_after_layer3,200,80.4303455099921,79.72891600002185,2.3609122918303527,78.40835500019239,89.34710899984566,87.21167164987946
4,split_after_layer3_block0,200,80.24258496498078,79.33875050025563,2.66267210297424,78.16040899979271,90.84176099986507,87.46281969988559
5,monolithic,200,77.67793997000126,75.70317099998647,3.719007968628229,74.15944800004581,86.59235000004628,84.16164334985297
5,split_after_layer2,200,80.89964769500739,79.94160000021111,2.7686070048091276,78.62896500000716,93.75056699991546,87.59382320026816
5,split_after_layer3,200,80.54000097497692,79.61164150015065,3.1967665576828237,78.49693700018179,110.24238200025138,87.83870174993353
5,split_after_layer3_block0,200,80.48283130000073,79.60348499977954,2.750003171809164,78.26898800021809,93.85319700004402,87.9429881501892
