LAST SEEN   TYPE     REASON              OBJECT                                         MESSAGE
65s         Normal   Scheduled           pod/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr     Successfully assigned rq21-chain5-plain/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr to aks-rq15pool-92711761-vmss000000
64s         Normal   Scheduled           pod/chain-5svc-plain-svc-4-769b867475-htnfr    Successfully assigned rq21-chain5-plain/chain-5svc-plain-svc-4-769b867475-htnfr to aks-rq15pool-92711761-vmss000000
64s         Normal   Scheduled           pod/chain-5svc-plain-svc-5-b7495b95b-zzzfl     Successfully assigned rq21-chain5-plain/chain-5svc-plain-svc-5-b7495b95b-zzzfl to aks-rq15pool-92711761-vmss000000
65s         Normal   Scheduled           pod/chain-5svc-plain-svc-1-5547df97bd-gdnxt    Successfully assigned rq21-chain5-plain/chain-5svc-plain-svc-1-5547df97bd-gdnxt to aks-rq15pool-92711761-vmss000000
64s         Normal   Scheduled           pod/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb    Successfully assigned rq21-chain5-plain/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb to aks-rq15pool-92711761-vmss000000
66s         Normal   SuccessfulCreate    replicaset/chain-5svc-plain-svc-1-5547df97bd   Created pod: chain-5svc-plain-svc-1-5547df97bd-gdnxt
66s         Normal   ScalingReplicaSet   deployment/chain-5svc-plain-svc-1              Scaled up replica set chain-5svc-plain-svc-1-5547df97bd from 0 to 1
65s         Normal   Created             pod/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr     Created container: inference
65s         Normal   Started             pod/chain-5svc-plain-svc-1-5547df97bd-gdnxt    Started container inference
65s         Normal   Pulled              pod/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr     Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 110ms (110ms including waiting). Image size: 2948421293 bytes.
65s         Normal   SuccessfulCreate    replicaset/chain-5svc-plain-svc-4-769b867475   Created pod: chain-5svc-plain-svc-4-769b867475-htnfr
65s         Normal   Started             pod/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr     Started container inference
65s         Normal   SuccessfulCreate    replicaset/chain-5svc-plain-svc-2-dc4b7b74f    Created pod: chain-5svc-plain-svc-2-dc4b7b74f-rh9lr
65s         Normal   ScalingReplicaSet   deployment/chain-5svc-plain-svc-2              Scaled up replica set chain-5svc-plain-svc-2-dc4b7b74f from 0 to 1
65s         Normal   Pulling             pod/chain-5svc-plain-svc-2-dc4b7b74f-rh9lr     Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
65s         Normal   Pulling             pod/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
65s         Normal   Created             pod/chain-5svc-plain-svc-1-5547df97bd-gdnxt    Created container: inference
65s         Normal   Pulled              pod/chain-5svc-plain-svc-1-5547df97bd-gdnxt    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 137ms (137ms including waiting). Image size: 2948421293 bytes.
65s         Normal   ScalingReplicaSet   deployment/chain-5svc-plain-svc-4              Scaled up replica set chain-5svc-plain-svc-4-769b867475 from 0 to 1
65s         Normal   SuccessfulCreate    replicaset/chain-5svc-plain-svc-3-869fcf9dd6   Created pod: chain-5svc-plain-svc-3-869fcf9dd6-2s8fb
65s         Normal   ScalingReplicaSet   deployment/chain-5svc-plain-svc-3              Scaled up replica set chain-5svc-plain-svc-3-869fcf9dd6 from 0 to 1
65s         Normal   Pulling             pod/chain-5svc-plain-svc-1-5547df97bd-gdnxt    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
64s         Normal   Pulled              pod/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 102ms (102ms including waiting). Image size: 2948421293 bytes.
64s         Normal   Pulled              pod/chain-5svc-plain-svc-4-769b867475-htnfr    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 112ms (112ms including waiting). Image size: 2948421293 bytes.
64s         Normal   Created             pod/chain-5svc-plain-svc-4-769b867475-htnfr    Created container: inference
64s         Normal   Started             pod/chain-5svc-plain-svc-4-769b867475-htnfr    Started container inference
64s         Normal   Pulling             pod/chain-5svc-plain-svc-4-769b867475-htnfr    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
64s         Normal   Started             pod/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb    Started container inference
64s         Normal   Created             pod/chain-5svc-plain-svc-3-869fcf9dd6-2s8fb    Created container: inference
64s         Normal   Pulling             pod/chain-5svc-plain-svc-5-b7495b95b-zzzfl     Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
64s         Normal   Pulled              pod/chain-5svc-plain-svc-5-b7495b95b-zzzfl     Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 118ms (118ms including waiting). Image size: 2948421293 bytes.
64s         Normal   Created             pod/chain-5svc-plain-svc-5-b7495b95b-zzzfl     Created container: inference
64s         Normal   Started             pod/chain-5svc-plain-svc-5-b7495b95b-zzzfl     Started container inference
64s         Normal   SuccessfulCreate    replicaset/chain-5svc-plain-svc-5-b7495b95b    Created pod: chain-5svc-plain-svc-5-b7495b95b-zzzfl
64s         Normal   ScalingReplicaSet   deployment/chain-5svc-plain-svc-5              Scaled up replica set chain-5svc-plain-svc-5-b7495b95b from 0 to 1
