LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
87s         Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-mtls/benchmark-client to aks-rq15pool-95166063-vmss000000
56s         Normal   Scheduled   pod/rq21-direct-deny-20260515162207   Successfully assigned rq21-client-mtls/rq21-direct-deny-20260515162207 to aks-rq15pool-95166063-vmss000000
87s         Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
86s         Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 213ms (213ms including waiting). Image size: 413013146 bytes.
86s         Normal   Created     pod/benchmark-client                  Created container: client
86s         Normal   Started     pod/benchmark-client                  Started container client
56s         Normal   Pulling     pod/rq21-direct-deny-20260515162207   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
56s         Normal   Pulled      pod/rq21-direct-deny-20260515162207   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 283ms (283ms including waiting). Image size: 413013146 bytes.
56s         Normal   Created     pod/rq21-direct-deny-20260515162207   Created container: debug
56s         Normal   Started     pod/rq21-direct-deny-20260515162207   Started container debug
46s         Normal   Killing     pod/rq21-direct-deny-20260515162207   Stopping container debug
