LAST SEEN   TYPE     REASON              OBJECT                                                         MESSAGE
64s         Normal   Scheduled           pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Successfully assigned rq21-ab-c1-mesh-default/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z to aks-rq15pool-31581052-vmss000000
63s         Normal   Scheduled           pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Successfully assigned rq21-ab-c1-mesh-default/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc to aks-rq15pool-31581052-vmss000000
65s         Normal   ScalingReplicaSet   deployment/chain-2svc-mesh-default-no-authz-svc-1              Scaled up replica set chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687 from 0 to 1
65s         Normal   SuccessfulCreate    replicaset/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687   Created pod: chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z
64s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
64s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Created container: istio-init
64s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Started container istio-init
64s         Normal   ScalingReplicaSet   deployment/chain-2svc-mesh-default-no-authz-svc-2              Scaled up replica set chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85 from 0 to 1
64s         Normal   SuccessfulCreate    replicaset/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85    Created pod: chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc
64s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Started container istio-init
64s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Created container: istio-init
64s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
63s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Started container istio-proxy
63s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Created container: istio-proxy
63s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
63s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Created container: istio-proxy
63s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Started container istio-proxy
63s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
61s         Normal   Pulling             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
61s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Started container inference
61s         Normal   Pulling             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
61s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 173ms (173ms including waiting). Image size: 413013146 bytes.
61s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Created container: inference
61s         Normal   Started             pod/chain-2svc-mesh-default-no-authz-svc-2-9bc95bc85-2hjbc     Started container inference
61s         Normal   Pulled              pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 179ms (180ms including waiting). Image size: 413013146 bytes.
61s         Normal   Created             pod/chain-2svc-mesh-default-no-authz-svc-1-5ccb7b6687-kqb6z    Created container: inference
