LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
71s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ms-l2-plain-client/benchmark-client to aks-rq15pool-53575030-vmss000000
58s         Normal   Scheduled   pod/rq21-ms-direct-20260516104154   Successfully assigned rq21-ms-l2-plain-client/rq21-ms-direct-20260516104154 to aks-rq15pool-53575030-vmss000000
71s         Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
71s         Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 152ms (152ms including waiting). Image size: 413013146 bytes.
71s         Normal   Created     pod/benchmark-client                Created container: client
71s         Normal   Started     pod/benchmark-client                Started container client
59s         Normal   Pulling     pod/rq21-ms-direct-20260516104154   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
59s         Normal   Pulled      pod/rq21-ms-direct-20260516104154   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 129ms (129ms including waiting). Image size: 413013146 bytes.
59s         Normal   Created     pod/rq21-ms-direct-20260516104154   Created container: debug
58s         Normal   Started     pod/rq21-ms-direct-20260516104154   Started container debug
57s         Normal   Killing     pod/rq21-ms-direct-20260516104154   Stopping container debug
