condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p5_ms,p25_ms,p75_ms,p95_ms,p99_ms,ci95_lower_ms,ci95_upper_ms,service_a_compute_ms_mean,service_b_compute_ms_mean,boundary_crossing_ms_mean,activation_bytes_mean,baseline_condition,baseline_mean_latency_ms,mean_latency_ms,absolute_overhead_ms,pct_overhead_vs_baseline,latency_rank,estimated_compute_ms,inferred_non_compute_overhead_ms,inferred_non_compute_pct
split_after_layer1,1000,80.87737416999903,80.23698450006123,2.2730016136363522,78.65097500007323,92.10667800016381,79.24510209986693,79.78884050004353,80.86738925004511,87.91450859995393,89.84806810982946,80.73632376940188,81.01842457059618,27.06119707200196,49.945906570999796,53.810551414998834,802816.0,monolithic,77.23750710400373,80.87737416999903,3.639867065995304,4.712564144637736,5,,,
split_after_layer4,1000,79.58306974999937,78.84865999994872,2.434280480839881,77.03903700007686,94.70291499997074,77.7450968999915,78.36898624987043,79.54451974990207,86.38091624993649,88.00250368004072,79.43201123999725,79.73412826000148,77.3594434649997,0.48622422600192294,2.2182328790031534,100352.0,monolithic,77.23750710400373,79.58306974999937,2.345562645995642,3.0368181650881585,3,,,
split_after_layer3,1000,79.08428536599718,78.38320049995673,2.3075106590851564,76.88851700004307,89.96705599997767,77.4421354998367,77.92424525001707,79.06471975002205,85.85226769996552,87.72430454004734,78.9410935174329,79.22747721456145,53.02094782200357,23.95849122099753,26.058070530999206,200704.0,monolithic,77.23750710400373,79.08428536599718,1.8467782619934496,2.3910381513306493,2,,,
split_after_layer2,1000,80.11758244900079,79.60022250006205,2.4036852354558533,76.51272699990841,91.22699599993211,77.76158955007304,78.8592860000108,80.47385874994006,86.90168120002681,89.46321120016819,79.96842251733311,80.26674238066848,39.2588258340004,38.24737114500476,40.8534639340046,401408.0,monolithic,77.23750710400373,80.11758244900079,2.880075344997067,3.7288559056145067,4,,,
monolithic,1000,77.23750710400373,75.29389000001174,3.587345045674777,73.81910300000527,94.98854299999948,74.18956930008562,74.71194050015129,81.80500449992678,83.47781935001422,84.74685460998899,77.01489553490626,77.46011867310119,77.23750710400373,0.0,0.0,0.0,monolithic,77.23750710400373,77.23750710400373,0.0,0.0,1,,,
