condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p5_ms,p25_ms,p75_ms,p95_ms,p99_ms,ci95_lower_ms,ci95_upper_ms,total_compute_ms_mean,non_compute_overhead_ms_mean,boundary_crossing_ms_mean,total_activation_bytes_mean,activation_bytes_mean,num_hops_mean,baseline_condition,baseline_mean_latency_ms,mean_latency_ms,absolute_overhead_ms,pct_overhead_vs_baseline,latency_rank,estimated_compute_ms,inferred_non_compute_overhead_ms,inferred_non_compute_pct
monolithic_k8s_1svc,1000,77.3260060699997,75.36152100004756,5.414210567010173,69.68817300003138,113.65784500003429,71.6327629000034,73.4457364999912,80.26036824995231,88.73140224994813,93.4233982100784,76.99002893526622,77.66198320473319,72.09950632500079,5.226499744998932,5.226499744998932,602112.0,602112.0,1.0,monolithic_k8s_1svc,77.3260060699997,77.3260060699997,0.0,0.0,1,77.3260060699997,0.0,0.0
chain_2svc,1000,81.70793468799799,80.7891685000186,4.523771766215407,73.08968100005586,108.3152279998103,76.13595484993994,78.66227274979565,83.66658700003882,90.4395431998978,95.83110647989542,81.42721345313095,81.98865592286504,72.417136529996,9.290798158001962,9.290798158001962,1003520.0,1003520.0,1.0,monolithic_k8s_1svc,77.3260060699997,81.70793468799799,4.381928617998284,5.666823932470434,2,77.32602780925455,4.381906878743436,5.362890269440491
chain_3svc,1000,92.31406464900373,91.94671099999141,5.164177217544359,78.17393999994238,113.12173200008147,83.57235005009898,89.48259999988295,94.6161059998758,102.05054940008722,107.70021469012136,91.99360325517127,92.63452604283619,77.87887120498179,14.435193444021934,14.435193444021934,1605632.0,1605632.0,2.0,monolithic_k8s_1svc,77.3260060699997,92.31406464900373,14.988058579004019,19.382946748130266,3,77.38370427325435,14.930360375749373,16.17344056132459
chain_4svc,1000,101.24796213599667,100.98421949999192,6.152563963881463,82.2043200000735,124.38632899988988,91.99604499996212,97.04861499994877,105.20249550012295,111.50927805005037,117.52821567001774,100.8661667133279,101.62975755866545,82.92147853500704,18.3264836009896,18.3264836009896,2007040.0,2007040.0,3.0,monolithic_k8s_1svc,77.3260060699997,101.24796213599667,23.921956065996966,30.936495083350756,4,79.48617970894298,21.76178242705369,21.493551048289913
chain_5svc,1000,101.95563959100218,101.99702950012579,5.935055646297822,87.07498600006147,128.8766829998167,92.66816319993723,97.74793200028853,105.40577950007446,111.39473320022262,118.98897188028513,101.5873415786055,102.32393760339886,80.532468856989,21.423170734013183,21.423170734013183,2107392.0,2107392.0,4.0,monolithic_k8s_1svc,77.3260060699997,101.95563959100218,24.629633521002475,31.851681953813042,5,78.14580472875694,23.80983486224524,23.353131771581285
