condition,local_k8s_mean_ms,aks_mean_ms,local_k8s_overhead_pct_vs_baseline,aks_overhead_pct_vs_baseline,local_k8s_rank,aks_rank,rank_delta,rank_match
monolithic_k8s_1svc,81.44699327102717,77.3260060699997,0.0,0.0,1,1,0,True
chain_2svc,84.18932542789844,81.70793468799799,3.3670146026701646,5.666823932470434,2,2,0,True
chain_3svc,87.60843166089398,92.31406464900373,7.5649672779984645,19.382946748130266,3,3,0,True
chain_4svc,92.31194689705808,101.24796213599667,13.339907576300744,30.936495083350756,4,4,0,True
chain_5svc,92.62372004601275,101.95563959100218,13.722700281633893,31.851681953813042,5,5,0,True
