round,condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms
1,chain_2svc,200,81.65411021500859,80.75760400004128,4.716672181363034,73.5352359999979,100.75646099994628,90.35217799986411
1,chain_3svc,200,92.07394312500583,91.8873559999156,4.916209906754988,80.92100299995764,104.16568499999812,100.32524035000279
1,chain_4svc,200,102.00963559999991,101.94033350001064,5.920425722066095,86.13723400003437,119.87737800018294,111.52856285004871
1,chain_5svc,200,101.80326643000626,101.78175900000497,5.877770794116001,87.36932600004366,121.99094800007515,110.70484520012087
1,monolithic_k8s_1svc,200,77.292315615,75.44178699998838,5.106045682502041,70.49223000001348,93.41659900007926,88.67117304995986
2,chain_2svc,200,81.06163473999004,80.37421599999561,3.818557930334147,74.75117599983605,96.64453799996409,88.03477160000737
2,chain_3svc,200,91.95888275500465,91.24695899993185,5.362567798758493,79.76198500000464,113.12173200008147,101.49442404990623
2,chain_4svc,200,102.8071296149983,102.42660699998396,5.830648691367383,88.138908000019,123.85259600000609,113.67821994990663
2,chain_5svc,200,102.35918638499243,102.22665349988347,6.037188428841898,87.07498600006147,128.8766829998167,112.26407254987407
2,monolithic_k8s_1svc,200,77.32050198000138,75.57072250000374,5.953798343482975,70.769595999991,113.65784500003429,87.01776580003296
3,chain_2svc,200,81.58730565999917,80.40175049995923,4.954425706550373,73.08968100005586,108.3152279998103,89.43550409998122
3,chain_3svc,200,93.44061222000391,92.538879000017,4.87613426956524,82.60968900003718,112.42004499990799,103.70160075015063
3,chain_4svc,200,100.67971743500038,99.96657049998703,6.542763922080114,86.67603599997165,124.38632899988988,112.31032095003002
3,chain_5svc,200,102.70736101000921,102.66241499994067,5.859338605888379,89.23377300016,125.76940300004935,111.86039044980589
3,monolithic_k8s_1svc,200,77.83120973499933,76.05476300000191,5.299695281810597,70.81108099998801,98.79550800008019,89.15996969993215
4,chain_2svc,200,80.97974825999245,80.18890350001584,3.783894778886825,74.94335199999114,96.45479799996792,87.87851055001283
4,chain_3svc,200,92.02355515000251,91.92481950003639,5.747470143799954,78.17393999994238,112.30140600014238,102.47196410012975
4,chain_4svc,200,100.03458874499302,100.0212684998587,6.593729034767023,82.2043200000735,121.94896100004371,110.03600610004014
4,chain_5svc,200,100.69978961499146,100.93801900029575,5.776277363326784,87.83114200014097,119.74579600018842,111.17436414972417
4,monolithic_k8s_1svc,200,77.66807629999846,75.31953399995928,5.421493585065992,71.20658700000604,95.78986799999711,88.77918284998712
5,chain_2svc,200,83.25687456499963,82.23536199989212,4.864133744078668,75.6423810000797,104.43357300005118,92.10154850004528
5,chain_3svc,200,92.0733299950018,91.58602999991672,4.747635982918161,80.07024699986687,111.62511099996664,100.0021430501306
5,chain_4svc,200,100.70873928499168,100.15128199995615,5.438333679954523,90.4295650000222,122.85709000002498,110.18783414996278
5,chain_5svc,200,102.20859451501155,102.31125099994642,5.977882833600305,88.73765999987882,126.57663399977537,111.19175339997582
5,monolithic_k8s_1svc,200,76.51792671999942,74.32167250004795,5.208383797837068,69.68817300003138,94.9868110000125,87.82520499996735
