condition,split_mean_ms,baseline_condition,monolith_mean_ms,overhead_ms,overhead_pct,activation_bytes,service_a_compute_ms,service_b_compute_ms,boundary_crossing_ms,total_compute_ms,num_hops
chain_2svc,73.43710648899832,monolithic_k8s_1svc,70.80246119000032,2.6346452989980094,3.7211210665796877,1003520.0,0,0,4.488932624998938,68.94817386399937,1.0
chain_3svc,75.4100598719989,monolithic_k8s_1svc,70.80246119000032,4.6075986819985815,6.507681519197428,1605632.0,0,0,7.072773667997694,68.3372862040012,2.0
chain_4svc,78.29440319900003,monolithic_k8s_1svc,70.80246119000032,7.491942008999715,10.5814711566239,2007040.0,0,0,9.137748960000065,69.15665423899998,3.0
chain_5svc,80.51934996200087,monolithic_k8s_1svc,70.80246119000032,9.716888772000559,13.723942089986146,2107392.0,0,0,10.489572608990784,70.02977735301012,4.0
