LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
58s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ab-c0-client/benchmark-client to aks-rq15pool-31581052-vmss000000
45s         Normal   Scheduled   pod/rq21-ab-direct-20260516120816   Successfully assigned rq21-ab-c0-client/rq21-ab-direct-20260516120816 to aks-rq15pool-31581052-vmss000000
57s         Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
57s         Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 111ms (111ms including waiting). Image size: 413013146 bytes.
57s         Normal   Created     pod/benchmark-client                Created container: client
57s         Normal   Started     pod/benchmark-client                Started container client
45s         Normal   Pulling     pod/rq21-ab-direct-20260516120816   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
45s         Normal   Pulled      pod/rq21-ab-direct-20260516120816   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 97ms (97ms including waiting). Image size: 413013146 bytes.
45s         Normal   Created     pod/rq21-ab-direct-20260516120816   Created container: debug
45s         Normal   Started     pod/rq21-ab-direct-20260516120816   Started container debug
42s         Normal   Killing     pod/rq21-ab-direct-20260516120816   Stopping container debug
