LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
71s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ab-c2-client/benchmark-client to aks-rq15pool-31581052-vmss000000
54s         Normal   Scheduled   pod/rq21-ab-direct-20260516120412   Successfully assigned rq21-ab-c2-client/rq21-ab-direct-20260516120412 to aks-rq15pool-31581052-vmss000000
72s         Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
71s         Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 117ms (117ms including waiting). Image size: 413013146 bytes.
71s         Normal   Created     pod/benchmark-client                Created container: client
71s         Normal   Started     pod/benchmark-client                Started container client
55s         Normal   Pulling     pod/rq21-ab-direct-20260516120412   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
55s         Normal   Pulled      pod/rq21-ab-direct-20260516120412   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 175ms (175ms including waiting). Image size: 413013146 bytes.
55s         Normal   Created     pod/rq21-ab-direct-20260516120412   Created container: debug
55s         Normal   Started     pod/rq21-ab-direct-20260516120412   Started container debug
45s         Normal   Killing     pod/rq21-ab-direct-20260516120412   Stopping container debug
