LAST SEEN   TYPE     REASON              OBJECT                                         MESSAGE
97s         Normal   Scheduled           pod/chain-2svc-plain-svc-2-556ccf947b-g74lb    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-2-556ccf947b-g74lb to aks-rq15pool-95166063-vmss000000
98s         Normal   Scheduled           pod/chain-2svc-plain-svc-1-5855ff49d8-hwdmq    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-1-5855ff49d8-hwdmq to aks-rq15pool-95166063-vmss000000
99s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-1-5855ff49d8   Created pod: chain-2svc-plain-svc-1-5855ff49d8-hwdmq
99s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-1              Scaled up replica set chain-2svc-plain-svc-1-5855ff49d8 from 0 to 1
98s         Normal   Created             pod/chain-2svc-plain-svc-1-5855ff49d8-hwdmq    Created container: inference
98s         Normal   Started             pod/chain-2svc-plain-svc-1-5855ff49d8-hwdmq    Started container inference
98s         Normal   Pulled              pod/chain-2svc-plain-svc-1-5855ff49d8-hwdmq    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 178ms (178ms including waiting). Image size: 413013146 bytes.
98s         Normal   Pulling             pod/chain-2svc-plain-svc-1-5855ff49d8-hwdmq    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
98s         Normal   Pulling             pod/chain-2svc-plain-svc-2-556ccf947b-g74lb    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
98s         Normal   Pulled              pod/chain-2svc-plain-svc-2-556ccf947b-g74lb    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 197ms (197ms including waiting). Image size: 413013146 bytes.
98s         Normal   Created             pod/chain-2svc-plain-svc-2-556ccf947b-g74lb    Created container: inference
98s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-2-556ccf947b   Created pod: chain-2svc-plain-svc-2-556ccf947b-g74lb
98s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-2              Scaled up replica set chain-2svc-plain-svc-2-556ccf947b from 0 to 1
97s         Normal   Started             pod/chain-2svc-plain-svc-2-556ccf947b-g74lb    Started container inference
