LAST SEEN   TYPE     REASON              OBJECT                                                 MESSAGE
105s        Normal   Scheduled           pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Successfully assigned rq21-ms-l3-mtls/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787 to aks-rq15pool-53575030-vmss000000
105s        Normal   Scheduled           pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Successfully assigned rq21-ms-l3-mtls/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc to aks-rq15pool-53575030-vmss000000
106s        Normal   ScalingReplicaSet   deployment/chain-2svc-split-l3-mtls-svc-1              Scaled up replica set chain-2svc-split-l3-mtls-svc-1-7f7d66755b from 0 to 1
106s        Normal   SuccessfulCreate    replicaset/chain-2svc-split-l3-mtls-svc-1-7f7d66755b   Created pod: chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787
105s        Normal   ScalingReplicaSet   deployment/chain-2svc-split-l3-mtls-svc-2              Scaled up replica set chain-2svc-split-l3-mtls-svc-2-584cccd56d from 0 to 1
105s        Normal   SuccessfulCreate    replicaset/chain-2svc-split-l3-mtls-svc-2-584cccd56d   Created pod: chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc
105s        Normal   Pulling             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Pulling image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4"
105s        Normal   Pulling             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Pulling image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4"
103s        Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Successfully pulled image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" in 2.452s (2.452s including waiting). Image size: 59694811 bytes.
103s        Normal   Created             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Created container: istio-init
103s        Normal   Started             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Started container istio-init
103s        Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Successfully pulled image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" in 2.227s (2.227s including waiting). Image size: 59694811 bytes.
103s        Normal   Created             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Created container: istio-init
102s        Normal   Started             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Started container istio-init
101s        Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
101s        Normal   Created             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Created container: istio-proxy
101s        Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
101s        Normal   Created             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Created container: istio-proxy
100s        Normal   Started             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Started container istio-proxy
100s        Normal   Started             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Started container istio-proxy
99s         Normal   Pulling             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
99s         Normal   Pulling             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
98s         Normal   Started             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Started container inference
98s         Normal   Created             pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Created container: inference
98s         Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 192ms (192ms including waiting). Image size: 413013146 bytes.
98s         Normal   Created             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Created container: inference
98s         Normal   Started             pod/chain-2svc-split-l3-mtls-svc-2-584cccd56d-wrcnc    Started container inference
98s         Normal   Pulled              pod/chain-2svc-split-l3-mtls-svc-1-7f7d66755b-wc787    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 207ms (207ms including waiting). Image size: 413013146 bytes.
