condition_key,condition,n,mean_ms,median_ms,p95_ms,p99_ms,non_compute_overhead_ms_mean,total_compute_ms_mean,total_activation_bytes_mean,hop_1_activation_bytes_mean,hop_2_activation_bytes_mean,hop_3_activation_bytes_mean,hop_4_activation_bytes_mean,hop_5_activation_bytes_mean,hop_1_forward_ms_mean,hop_2_forward_ms_mean,hop_3_forward_ms_mean,hop_4_forward_ms_mean,hop_5_forward_ms_mean,security_validation_passed,resource_metrics_available,resource_metrics_reason,resource_sample_count,sidecar_sample_row_count,sidecar_metrics_available,resource_passes_covered,operational_passes_covered,service_app_cpu_mcores_mean,sidecar_cpu_mcores_mean,total_pod_cpu_mcores_mean,service_app_memory_mib_mean,sidecar_memory_mib_mean,total_pod_memory_mib_mean,client_cpu_mcores_mean,client_memory_mib_mean,service_scheduling_delay_seconds_mean,service_schedule_to_ready_seconds_mean,service_app_started_delay_seconds_mean,service_sidecar_started_delay_seconds_mean,service_failed_scheduling_event_count,service_app_requested_cpu_mcores_total,service_sidecar_requested_cpu_mcores_total,service_total_requested_cpu_mcores_total,service_app_requested_memory_mib_total,service_sidecar_requested_memory_mib_total,service_total_requested_memory_mib_total,benchmark_requested_cpu_mcores_total,benchmark_requested_memory_mib_total,node_request_headroom_cpu_mcores,node_request_headroom_memory_mib,deployment_kubernetes_object_count,deployment_service_account_count,deployment_peer_authentication_count,deployment_authorization_policy_count,deployment_control_plane_pod_count,deployment_injected_container_count,control_plane_shares_benchmark_node,control_plane_shared_node_names,control_plane_shared_pod_names
plain,chain_5svc_plain,1000,82.30234917700135,81.81840849999844,87.50235095001244,89.67742697996073,10.800686571001279,71.50166260600004,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,52.611569379994954,37.692471664996,22.099513362002057,2.074162856997077,0.0,,True,,35,0,False,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",602.8764551387774,0.0,602.8764551387774,1211.0,0.0,1211.0,136.51662583168414,0.0,0.0,7.4799999999999995,0.7200000000000001,,0,5000.0,0.0,5000.0,5120.0,0.0,5120.0,5100.0,6144.0,2720.0,23595.76171875,14,,,,0,0,False,[],[]
mtls,chain_5svc_mtls,1000,91.13914478000221,90.82305449990713,96.48503329998448,99.80559899011041,19.94945685600885,71.18968792399333,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,60.782711954005045,42.9651104979998,25.393323836996775,3.663701669001739,0.0,True,True,,35,175,True,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",552.7641206843609,87.60210778563598,640.3662284699969,1251.4285714285713,223.71428571428572,1475.142857142857,139.61053334447257,26.0,0.0,14.319999999999999,7.4799999999999995,2.1599999999999997,0,5000.0,500.0,5500.0,5120.0,640.0,5760.0,5600.0,6784.0,2220.0,22955.76171875,28,5,5,4,2,5,False,[],[]
