LAST SEEN   TYPE     REASON              OBJECT                                         MESSAGE
64s         Normal   Scheduled           pod/chain-2svc-plain-svc-1-565f7bb887-z25r5    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-1-565f7bb887-z25r5 to aks-rq15pool-19952245-vmss000000
63s         Normal   Scheduled           pod/chain-2svc-plain-svc-2-6d79bc4459-xzgdf    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-2-6d79bc4459-xzgdf to aks-rq15pool-19952245-vmss000000
64s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-1              Scaled up replica set chain-2svc-plain-svc-1-565f7bb887 from 0 to 1
64s         Normal   Created             pod/chain-2svc-plain-svc-1-565f7bb887-z25r5    Created container: inference
64s         Normal   Started             pod/chain-2svc-plain-svc-1-565f7bb887-z25r5    Started container inference
64s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-1-565f7bb887   Created pod: chain-2svc-plain-svc-1-565f7bb887-z25r5
64s         Normal   Pulled              pod/chain-2svc-plain-svc-1-565f7bb887-z25r5    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 116ms (116ms including waiting). Image size: 2948421293 bytes.
64s         Normal   Pulling             pod/chain-2svc-plain-svc-1-565f7bb887-z25r5    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
64s         Normal   Pulling             pod/chain-2svc-plain-svc-2-6d79bc4459-xzgdf    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
64s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-2-6d79bc4459   Created pod: chain-2svc-plain-svc-2-6d79bc4459-xzgdf
64s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-2              Scaled up replica set chain-2svc-plain-svc-2-6d79bc4459 from 0 to 1
61s         Normal   Pulled              pod/chain-2svc-plain-svc-2-6d79bc4459-xzgdf    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 2.506s (2.506s including waiting). Image size: 2948421293 bytes.
61s         Normal   Created             pod/chain-2svc-plain-svc-2-6d79bc4459-xzgdf    Created container: inference
61s         Normal   Started             pod/chain-2svc-plain-svc-2-6d79bc4459-xzgdf    Started container inference
