condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p5_ms,p25_ms,p75_ms,p95_ms,p99_ms,ci95_lower_ms,ci95_upper_ms,service_a_compute_ms_mean,service_b_compute_ms_mean,boundary_crossing_ms_mean,activation_bytes_mean,baseline_condition,baseline_mean_latency_ms,mean_latency_ms,absolute_overhead_ms,pct_overhead_vs_baseline,latency_rank,estimated_compute_ms,inferred_non_compute_overhead_ms,inferred_non_compute_pct
split_after_layer1,1000,34.29884592999224,34.08450949973485,1.0378377709599083,32.972658998914994,44.01495999991312,33.288897498641745,33.71264375255123,34.59986499819934,35.780016601893294,38.846682232106104,34.234443233368296,34.36324862661618,13.199988206026319,20.080201242031762,21.09837649599649,802816.0,monolithic,32.887581520066306,34.29884592999224,1.4112644099259342,4.291177230727207,4,,,
split_after_layer4,1000,34.180434299039916,33.87419800128555,1.2118962358918264,32.5022760007414,46.02072499983478,32.9933446522773,33.43747824874299,34.53277474818606,36.227784549919306,39.267689490407065,34.10523045909136,34.25563813898847,33.26775043101952,0.23405202397407265,0.9122136320183927,100352.0,monolithic,32.887581520066306,34.180434299039916,1.2928527789736108,3.931127553981976,3,,,
split_after_layer3,1000,34.32108829002027,34.03534999961266,1.3408497483639916,32.818056002724916,48.52291499992134,33.14759470249555,33.634622750469134,34.608167000442336,36.295919948315714,39.97399607076659,34.23788228039287,34.404294299647674,25.817293524021807,7.815580128069996,8.503374016025191,200704.0,monolithic,32.887581520066306,34.32108829002027,1.433506769953965,4.358808716534273,5,,,
split_after_layer2,1000,34.0254240170143,33.87583649964654,0.9759426896515325,32.7907859973493,44.23073500220198,33.09751824999694,33.48618700147199,34.31525549785874,35.202102499533794,37.90276997780893,33.96486220020371,34.08598583382489,19.473544242970092,13.766915966007218,14.551410242991551,401408.0,monolithic,32.887581520066306,34.0254240170143,1.1378424969479966,3.4597937712560096,2,,,
monolithic,1000,32.887581520066306,32.72654650027107,1.0058399909739018,31.51794600125868,40.895237998483935,31.857361199399747,32.30914824962383,33.19098799875064,34.45938904933428,37.677640392357716,32.82516443562063,32.94999860451198,32.887581520066306,0.0,0.0,0.0,monolithic,32.887581520066306,32.887581520066306,0.0,0.0,1,,,
