LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
100s        Normal   Scheduled           pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Successfully assigned rq21-chain2-mtls/chain-2svc-mtls-svc-2-b47b87694-2rl26 to aks-rq15pool-19952245-vmss000000
101s        Normal   Scheduled           pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Successfully assigned rq21-chain2-mtls/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr to aks-rq15pool-19952245-vmss000000
101s        Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-svc-1-5c7f6c8646   Created pod: chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr
101s        Normal   Pulled              pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
101s        Normal   Created             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Created container: istio-init
101s        Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-svc-2              Scaled up replica set chain-2svc-mtls-svc-2-b47b87694 from 0 to 1
101s        Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-svc-2-b47b87694    Created pod: chain-2svc-mtls-svc-2-b47b87694-2rl26
101s        Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-svc-1              Scaled up replica set chain-2svc-mtls-svc-1-5c7f6c8646 from 0 to 1
100s        Normal   Started             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Started container istio-proxy
100s        Normal   Pulled              pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
100s        Normal   Started             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Started container istio-init
100s        Normal   Pulled              pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
100s        Normal   Started             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Started container istio-proxy
100s        Normal   Created             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Created container: istio-proxy
100s        Normal   Pulled              pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
100s        Normal   Created             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Created container: istio-init
100s        Normal   Started             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Started container istio-init
100s        Normal   Created             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Created container: istio-proxy
98s         Normal   Created             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Created container: inference
98s         Normal   Pulling             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
98s         Normal   Pulling             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
98s         Normal   Pulled              pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 207ms (207ms including waiting). Image size: 2948421293 bytes.
98s         Normal   Created             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Created container: inference
98s         Normal   Pulled              pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 187ms (187ms including waiting). Image size: 2948421293 bytes.
97s         Normal   Started             pod/chain-2svc-mtls-svc-2-b47b87694-2rl26     Started container inference
97s         Normal   Started             pod/chain-2svc-mtls-svc-1-5c7f6c8646-5r6tr    Started container inference
