LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
100s        Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-mtls/benchmark-client to aks-rq15pool-19952245-vmss000000
68s         Normal   Scheduled   pod/rq21-direct-deny-20260429105852   Successfully assigned rq21-client-mtls/rq21-direct-deny-20260429105852 to aks-rq15pool-19952245-vmss000000
99s         Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
99s         Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 175ms (175ms including waiting). Image size: 2948421293 bytes.
99s         Normal   Created     pod/benchmark-client                  Created container: client
99s         Normal   Started     pod/benchmark-client                  Started container client
68s         Normal   Pulling     pod/rq21-direct-deny-20260429105852   Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
68s         Normal   Pulled      pod/rq21-direct-deny-20260429105852   Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 172ms (172ms including waiting). Image size: 2948421293 bytes.
68s         Normal   Created     pod/rq21-direct-deny-20260429105852   Created container: debug
68s         Normal   Started     pod/rq21-direct-deny-20260429105852   Started container debug
58s         Normal   Killing     pod/rq21-direct-deny-20260429105852   Stopping container debug
