round,condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms
1,chain_2svc,200,70.18262645499703,69.42552899988641,3.526709833364314,65.83836099980545,83.42492699989634,77.8764184999659
1,chain_3svc,200,75.36326839499452,75.09056499998223,4.061321440878625,68.59848299995974,87.86310800019237,83.34425499981535
1,chain_4svc,200,78.0929816100047,77.33100450013808,4.035500868393627,71.89867299985053,94.72209600016868,85.95297460012715
1,chain_5svc,200,82.680378940006,81.73088150010699,4.48464524615394,75.57133399996019,105.73420599985184,90.40256224971017
1,monolithic_k8s_1svc,200,66.30409514000121,64.75271850001718,5.424288173669563,58.92285000004449,95.79473400003735,76.350171249976
2,chain_2svc,200,73.29992230500125,72.29543799996918,4.561348885555241,65.28691399989839,89.45346599989534,81.7096225999876
2,chain_3svc,200,76.85890386999745,75.78992799994921,5.461259896503967,69.17913499978567,111.7627219998667,86.47391514998617
2,chain_4svc,200,78.9668299350069,78.28255549975438,4.232247968245712,72.38295199977074,95.51859099974536,87.52103754998188
2,chain_5svc,200,82.7981215449995,81.63391250013774,5.588073724118398,73.61824999998134,103.17367900006502,94.10633104973839
2,monolithic_k8s_1svc,200,65.07634776000032,63.974743500011755,3.6202419403260673,59.61971299984725,86.66642399998636,71.37538574991139
3,chain_2svc,200,72.63495269499799,71.69793449997997,3.925629840774265,66.65293600008226,95.63041699993846,80.86160935001772
3,chain_3svc,200,75.62095832999034,75.12813150003694,3.885120008262473,69.53328400004466,90.04570800016154,82.20058059994244
3,chain_4svc,200,79.05228082501253,78.63470350002899,3.824756900693856,71.83211599976858,96.38755999958448,85.45108984967555
3,chain_5svc,200,84.22161485499828,83.54382850006914,4.7801654069492265,76.08926600005361,99.40140800017616,92.83035119972283
3,monolithic_k8s_1svc,200,64.34612231000301,63.44759800003885,3.3240185806282385,59.560401999988244,75.88515200018264,71.29837324996515
4,chain_2svc,200,71.08160414000395,70.29781300002469,4.086789742888285,65.04409400008626,91.14922300000217,77.58467404983094
4,chain_3svc,200,76.14485411500596,74.96537949998583,4.606184870487012,69.91031500001554,101.97793099996488,84.07324844996538
4,chain_4svc,200,79.57103837997465,78.78431550011555,4.159685851701481,71.10483199994633,98.3918619999713,86.66235144967231
4,chain_5svc,200,80.89055161001852,79.77156200013269,4.494206427651581,73.54634600005738,103.36305100008758,89.30478740030594
4,monolithic_k8s_1svc,200,62.4441883649979,62.0591304999607,2.091894649523791,58.63303000000997,72.41433800004415,65.45131284998433
5,chain_2svc,200,71.15556034500173,70.71489749989723,3.3919990787610423,65.34641900020688,83.34792200002994,78.15059404996418
5,chain_3svc,200,75.60854418501322,74.65283999999883,4.479113620405401,68.9135529999021,93.48450800007413,83.69331265023447
5,chain_4svc,200,80.44872114999635,79.35346499971274,4.9781507162557785,72.43374899962873,101.31072000012864,89.71582384983775
5,chain_5svc,200,82.73322711499532,82.12820600010673,4.817877226675888,74.95066000001316,107.30545600017649,91.16140830026325
5,monolithic_k8s_1svc,200,62.84257722500456,62.211344000047575,2.8085848181700093,58.62072100012483,77.47670100002324,68.21063514996693
