condition,split_mean_ms,baseline_condition,monolith_mean_ms,overhead_ms,overhead_pct,activation_bytes,service_a_compute_ms,service_b_compute_ms,boundary_crossing_ms,total_compute_ms,num_hops
split_after_layer3_block0,34.41089318800368,monolithic,32.967524295003386,1.4433688930002972,4.378153725116255,200704.0,22.537731383985374,11.171195562961657,11.872706469977857,0,0
split_after_layer3,34.00372030502331,monolithic,32.967524295003386,1.0361960100199212,3.1430810537901657,200704.0,25.700795169050252,7.630359472019336,8.302492396946036,0,0
split_after_layer2,34.116834936037776,monolithic,32.967524295003386,1.1493106410343898,3.4861903209655973,401408.0,19.493664132009144,13.79716203103817,14.622755659940594,0,0
