LAST SEEN   TYPE     REASON              OBJECT                                                   MESSAGE
69s         Normal   Scheduled           pod/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5    Successfully assigned rq21b-chain2-plain/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5 to aks-rq21bpool-33797924-vmss000002
69s         Normal   Scheduled           pod/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944    Successfully assigned rq21b-chain2-plain/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944 to aks-rq21bpool-33797924-vmss000000
70s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-multinode-svc-1              Scaled up replica set chain-2svc-plain-multinode-svc-1-859d5ff55f from 0 to 1
70s         Normal   ScalingReplicaSet   deployment/chain-2svc-plain-multinode-svc-2              Scaled up replica set chain-2svc-plain-multinode-svc-2-755db8fc77 from 0 to 1
70s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-multinode-svc-2-755db8fc77   Created pod: chain-2svc-plain-multinode-svc-2-755db8fc77-sh944
70s         Normal   SuccessfulCreate    replicaset/chain-2svc-plain-multinode-svc-1-859d5ff55f   Created pod: chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5
69s         Normal   Created             pod/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5    Created container: inference
69s         Normal   Started             pod/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5    Started container inference
69s         Normal   Pulling             pod/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
69s         Normal   Pulled              pod/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 314ms (314ms including waiting). Image size: 413013146 bytes.
69s         Normal   Created             pod/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944    Created container: inference
69s         Normal   Started             pod/chain-2svc-plain-multinode-svc-2-755db8fc77-sh944    Started container inference
69s         Normal   Pulled              pod/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 267ms (267ms including waiting). Image size: 413013146 bytes.
69s         Normal   Pulling             pod/chain-2svc-plain-multinode-svc-1-859d5ff55f-p9rg5    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
