condition,split_mean_ms,monolith_mean_ms,overhead_ms,overhead_pct,activation_bytes,service_a_compute_ms,service_b_compute_ms,boundary_crossing_ms
split_after_layer1,79.65218291999983,76.12022309100128,3.531959828998552,4.639975666881736,802816.0,26.615436492997873,49.21092675800023,53.03128027200057
split_after_layer4,77.25809810099989,76.12022309100128,1.1378750099986092,1.4948392999824585,100352.0,75.12103881700008,0.4630375820007373,2.131752928999362
split_after_layer3,78.50030420899944,76.12022309100128,2.3800811179981594,3.126739546142405,200704.0,52.76935633299834,23.687257210000638,25.72565665399929
split_after_layer2,78.62921161100012,76.12022309100128,2.5089885199988373,3.296086661489886,401408.0,38.662910582999075,37.523213265000145,39.961110846000395
