round,condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms
1,monolithic,200,76.02819689999961,73.49561050000375,3.539457503002626,73.29586200000904,82.72311299998591,81.00337274999845
1,split_after_layer1,200,78.47626430500114,78.48292500001719,0.46376669450683206,77.25025099998106,80.92387400000689,79.10239330002042
1,split_after_layer2,200,78.26849013500095,77.6727699999924,2.1488692832124023,76.98812999996107,87.66455299996778,85.20655025003805
1,split_after_layer3,200,77.43188648999862,76.77527650000116,2.274738498640579,76.21131099998024,87.49118400001521,84.49557364999691
1,split_after_layer4,200,76.59553777500051,75.90925050001829,2.2473270319386955,75.2261689999898,85.18317699997624,83.54017990000813
2,monolithic,200,76.45398366000109,74.53508349999538,3.407997405488511,72.65409499996167,85.07818200001793,82.38626930001374
2,split_after_layer1,200,80.5425123300003,80.5684000000042,0.6043747740126476,77.65097200001492,83.02788199995348,81.38622409996401
2,split_after_layer2,200,79.31210356499889,78.48054649997493,2.9249474997231415,75.80233999999564,94.87614500000063,84.96939440000517
2,split_after_layer3,200,78.93924119999923,77.98555499996951,2.682772080592321,77.00196700000106,91.58270000000357,87.35047014999964
2,split_after_layer4,200,78.22518950000074,77.76011799998628,2.0010277815044306,76.06116299996302,88.95803400002933,85.27733970001634
3,monolithic,200,77.66530324499968,75.50226549997774,4.634282195668199,73.39479099999835,90.81038400000807,86.04086440002163
3,split_after_layer1,200,79.79594640999721,78.73410000001968,2.872595309413135,77.28579199999785,88.46025300010751,86.81989964995296
3,split_after_layer2,200,78.73585333999699,77.61011000002327,2.782964989063334,76.8336859999863,89.59785800004738,85.45146120004574
3,split_after_layer3,200,78.65943696500096,77.6707359999591,2.8363311140656444,76.3227669999651,88.29006199994183,85.54192379997971
3,split_after_layer4,200,77.07865639999795,75.87873349999086,2.897522683951127,75.32629100001031,87.70470100000693,83.76068589997203
4,monolithic,200,75.2039241150004,72.57739749996972,3.6439621728048768,72.35725400005322,83.66660500007583,80.24331360003316
4,split_after_layer1,200,79.72132781500363,78.71230499995363,2.754726044595991,77.43713399997887,90.3433959999802,86.61149339999952
4,split_after_layer2,200,77.95540124999889,76.80304150005668,2.8554691299981947,75.96444200009955,87.78451799992126,84.94231160003665
4,split_after_layer3,200,78.7823586549996,77.63457999999446,2.8096670073619427,77.14354199993068,89.02008500001557,85.57999120000659
4,split_after_layer4,200,77.21885761000124,76.04246649998458,2.8589495455771723,75.32886299998154,87.1993719999864,83.91087100000618
5,monolithic,200,75.24970753500554,72.65524650000543,3.615211260253543,72.4581130000388,82.14272899999742,80.26455434999775
5,split_after_layer1,200,79.72486373999686,78.68997099996022,2.750644228486269,77.42553200000657,89.30991600004745,86.65209684995716
5,split_after_layer2,200,78.87420976500493,77.79516750002813,2.7048786812063708,76.94832100003168,87.35106400001769,85.4601676499442
5,split_after_layer3,200,78.68859773499878,77.53008700001374,2.8202724101353507,77.07104000007803,88.55081399997289,85.5848158000299
5,split_after_layer4,200,77.172249219999,76.02607550001039,2.8504921556584684,75.29900999998063,86.21851099997002,84.14819679994707
