LAST SEEN   TYPE     REASON              OBJECT                                         MESSAGE
102s        Normal   Scheduled           pod/chain-2svc-plain-svc-2-6d79bc4459-6qx2q    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-2-6d79bc4459-6qx2q to aks-rq15pool-19952245-vmss000000
102s        Normal   Scheduled           pod/chain-2svc-plain-svc-1-565f7bb887-vsw2t    Successfully assigned rq21-chain2-plain/chain-2svc-plain-svc-1-565f7bb887-vsw2t to aks-rq15pool-19952245-vmss000000
103s        Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-1-565f7bb887   Created pod: chain-2svc-plain-svc-1-565f7bb887-vsw2t
103s        Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-2              Scaled up replica set chain-2svc-plain-svc-2-6d79bc4459 from 0 to 1
103s        Normal   ScalingReplicaSet   deployment/chain-2svc-plain-svc-1              Scaled up replica set chain-2svc-plain-svc-1-565f7bb887 from 0 to 1
102s        Normal   Created             pod/chain-2svc-plain-svc-1-565f7bb887-vsw2t    Created container: inference
102s        Normal   Started             pod/chain-2svc-plain-svc-1-565f7bb887-vsw2t    Started container inference
102s        Normal   Pulled              pod/chain-2svc-plain-svc-1-565f7bb887-vsw2t    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 211ms (211ms including waiting). Image size: 2948421293 bytes.
102s        Normal   Pulling             pod/chain-2svc-plain-svc-2-6d79bc4459-6qx2q    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
102s        Normal   Pulled              pod/chain-2svc-plain-svc-2-6d79bc4459-6qx2q    Successfully pulled image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221" in 153ms (153ms including waiting). Image size: 2948421293 bytes.
102s        Normal   Created             pod/chain-2svc-plain-svc-2-6d79bc4459-6qx2q    Created container: inference
102s        Normal   Started             pod/chain-2svc-plain-svc-2-6d79bc4459-6qx2q    Started container inference
102s        Normal   SuccessfulCreate    replicaset/chain-2svc-plain-svc-2-6d79bc4459   Created pod: chain-2svc-plain-svc-2-6d79bc4459-6qx2q
102s        Normal   Pulling             pod/chain-2svc-plain-svc-1-565f7bb887-vsw2t    Pulling image "thesisrq21acr26.azurecr.io/thesis-inference@sha256:524e8618c61d97f466b647cdc408e836256a94807790ad66321ae724f975a221"
