condition,split_mean_ms,baseline_condition,monolith_mean_ms,overhead_ms,overhead_pct,activation_bytes,service_a_compute_ms,service_b_compute_ms,boundary_crossing_ms,total_compute_ms,num_hops
chain_2svc,74.69232833000012,monolithic_k8s_1svc,62.22100499799967,12.471323332000452,20.043590315523495,1003520.0,0,0,7.6774010980018375,67.0149272319983,1.0
chain_3svc,75.97029358600592,monolithic_k8s_1svc,62.22100499799967,13.749288588006252,22.09750322812734,1605632.0,0,0,11.736102295007868,64.23419129099807,2.0
chain_4svc,80.62322494599721,monolithic_k8s_1svc,62.22100499799967,18.402219947997537,29.575574918131174,2007040.0,0,0,14.750360496004987,65.87286444999222,3.0
chain_5svc,83.08939418899489,monolithic_k8s_1svc,62.22100499799967,20.868389190995217,33.53913873886497,2107392.0,0,0,17.36224354998285,65.72715063901205,4.0
