condition_key,condition,n,mean_ms,median_ms,p95_ms,p99_ms,non_compute_overhead_ms_mean,total_compute_ms_mean,total_activation_bytes_mean,hop_1_activation_bytes_mean,hop_2_activation_bytes_mean,hop_3_activation_bytes_mean,hop_4_activation_bytes_mean,hop_5_activation_bytes_mean,hop_1_forward_ms_mean,hop_2_forward_ms_mean,hop_3_forward_ms_mean,hop_4_forward_ms_mean,hop_5_forward_ms_mean,security_validation_passed,resource_metrics_available,resource_metrics_reason,resource_sample_count,sidecar_sample_row_count,sidecar_metrics_available,resource_passes_covered,operational_passes_covered,service_app_cpu_mcores_mean,sidecar_cpu_mcores_mean,total_pod_cpu_mcores_mean,service_app_memory_mib_mean,sidecar_memory_mib_mean,total_pod_memory_mib_mean,client_cpu_mcores_mean,client_memory_mib_mean,service_scheduling_delay_seconds_mean,service_schedule_to_ready_seconds_mean,service_app_started_delay_seconds_mean,service_sidecar_started_delay_seconds_mean,service_failed_scheduling_event_count,service_app_requested_cpu_mcores_total,service_sidecar_requested_cpu_mcores_total,service_total_requested_cpu_mcores_total,service_app_requested_memory_mib_total,service_sidecar_requested_memory_mib_total,service_total_requested_memory_mib_total,benchmark_requested_cpu_mcores_total,benchmark_requested_memory_mib_total,node_request_headroom_cpu_mcores,node_request_headroom_memory_mib,deployment_kubernetes_object_count,deployment_service_account_count,deployment_peer_authentication_count,deployment_authorization_policy_count,deployment_control_plane_pod_count,deployment_injected_container_count,control_plane_shares_benchmark_node,control_plane_shared_node_names,control_plane_shared_pod_names
plain,chain_2svc_plain,1000,75.55723812699989,75.26246199995512,80.04655040002149,83.34716431994025,4.559136917999922,70.99810120899997,1003520.0,602112.0,401408.0,,,,34.134550986998875,0.0,0.0,0.0,0.0,,True,,36,0,False,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",590.7499245714753,0.0,590.7499245714753,503.55555555555554,0.0,503.55555555555554,143.9177688615217,0.0,0.0,7.6,0.9,,0,2000.0,0.0,2000.0,2048.0,0.0,2048.0,2100.0,3072.0,5720.0,26671.89453125,8,,,,0,0,False,[],[]
mtls,chain_2svc_mtls,1000,79.044981771001,78.58992650005803,83.67000365003037,87.88505896011428,7.890561717001788,71.15442005399922,1003520.0,602112.0,401408.0,,,,36.597946226004126,0.0,0.0,0.0,0.0,True,True,,32,64,True,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",499.25250170621547,34.684449272126855,533.9369509783422,515.25,82.125,597.375,161.54981812670536,36.125,0.0,13.9,7.4,3.1,0,2000.0,200.0,2200.0,2048.0,256.0,2304.0,2300.0,3328.0,5520.0,26415.89453125,13,2,2,1,2,2,False,[],[]
