round,condition,iteration,end_to_end_ms,total_compute_ms,non_compute_overhead_ms,total_activation_bytes,num_hops,hop_1_compute_ms,hop_1_deserialize_ms,hop_1_serialize_ms,hop_1_forward_ms,hop_1_activation_bytes,hop_2_compute_ms,hop_2_deserialize_ms,hop_2_serialize_ms,hop_2_forward_ms,hop_2_activation_bytes,hop_3_compute_ms,hop_3_deserialize_ms,hop_3_serialize_ms,hop_3_forward_ms,hop_3_activation_bytes,hop_4_compute_ms,hop_4_deserialize_ms,hop_4_serialize_ms,hop_4_forward_ms,hop_4_activation_bytes,hop_5_compute_ms,hop_5_deserialize_ms,hop_5_serialize_ms,hop_5_forward_ms,hop_5_activation_bytes,paired_pass,condition_key,execution_index
1,chain_2svc_mtls,1,77.04716699998926,69.12882199998194,7.918345000007321,1003520,1,37.09284299998217,0.20629900001267742,0.04340000003821842,36.56634699996175,602112,32.03597899999977,0.1590979999832598,0.025800000003073364,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,2,80.3080439999917,72.63589699999784,7.672146999993856,1003520,1,38.437734000012824,0.20149900001342758,0.047499999993760866,38.730531999988216,602112,34.198162999985016,0.139898999975685,0.028000000042993634,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,3,82.4723289999838,74.8230830000125,7.649245999971299,1003520,1,39.350628000022425,0.20429799997145892,0.05029999999806023,40.03782300003422,602112,35.47245499999008,0.1583989999858204,0.024400000029345392,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,4,77.11936599997671,69.78341699999646,7.335948999980246,1003520,1,39.1559290000032,0.2287990000127138,0.04549900000938578,34.903058999987024,602112,30.627487999993264,0.15319900001031783,0.024899999971239595,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,5,79.92144700000381,72.41099999998823,7.510447000015574,1003520,1,38.78973199999791,0.1979979999759962,0.048699999979362474,38.09503700000505,602112,33.62126799999032,0.13789900003757793,0.024599999960628338,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,6,77.86426200004826,70.63821299999518,7.226049000053081,1003520,1,39.283828999998605,0.18559799997319715,0.04439899998942565,35.56705400001192,602112,31.35438399999657,0.22029799998790622,0.024999000004299887,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,7,75.81127600002446,67.48583300003475,8.325442999989718,1003520,1,37.549740000031306,0.24579799998036833,0.042599999972026126,34.189062999985254,602112,29.93609300000344,0.15239900000096895,0.02519999998185085,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,8,85.5860079999502,78.11996000003774,7.466047999912462,1003520,1,44.304694000004474,0.22719800000459145,0.04909900002303402,37.98943699996471,602112,33.81526600003326,0.1513989999466503,0.028498999995463237,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,9,77.20796599994628,69.42491900002778,7.783046999918497,1003520,1,38.07503600000928,0.191099000005579,0.04819999998062485,35.628253000027144,602112,31.349883000018508,0.16469899998128312,0.02639999996745246,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
1,chain_2svc_mtls,10,81.17043900000454,73.59579000001304,7.574648999991496,1003520,1,42.1991080000339,0.20209899997780667,0.046898999983113754,35.8175520000259,602112,31.396681999979137,0.15119900001536735,0.025400000026820635,0.0,401408,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1,mtls,1
