LAST SEEN   TYPE     REASON              OBJECT                                                  MESSAGE
83s         Normal   Scheduled           pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Successfully assigned rq21b-chain2-mtls/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m to aks-rq21bpool-33797924-vmss000000
83s         Normal   Scheduled           pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Successfully assigned rq21b-chain2-mtls/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m to aks-rq21bpool-33797924-vmss000002
83s         Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-multinode-svc-2              Scaled up replica set chain-2svc-mtls-multinode-svc-2-7dd948d8d8 from 0 to 1
83s         Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-multinode-svc-2-7dd948d8d8   Created pod: chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m
83s         Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-multinode-svc-1              Scaled up replica set chain-2svc-mtls-multinode-svc-1-848fcd5cf4 from 0 to 1
83s         Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-multinode-svc-1-848fcd5cf4   Created pod: chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m
82s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Started container istio-proxy
82s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Created container: istio-init
82s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
82s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Created container: istio-init
82s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Started container istio-init
82s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Created container: istio-proxy
82s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
82s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Started container istio-init
82s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
81s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
81s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Created container: istio-proxy
81s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Started container istio-proxy
80s         Normal   Pulling             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
80s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Started container inference
80s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Created container: inference
80s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-cjz4m    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 127ms (127ms including waiting). Image size: 413013146 bytes.
79s         Normal   Pulling             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
79s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 92ms (92ms including waiting). Image size: 413013146 bytes.
79s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Created container: inference
79s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-nkh6m    Started container inference
