condition,baseline_condition,cohens_d,mann_whitney_u,mann_whitney_p,n_monolithic,n_split,pooling_note
chain_2svc,monolithic_k8s_1svc,1.2674364939847491,116713.0,1.3179721006242633e-193,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
chain_3svc,monolithic_k8s_1svc,2.5410584146176145,23754.0,9.458016649321915e-298,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
chain_4svc,monolithic_k8s_1svc,3.2015198003857477,9874.0,0.0,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
chain_5svc,monolithic_k8s_1svc,3.6883633986910627,6902.0,0.0,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
