round,condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p95_ms
1,chain_2svc,200,34.8884922898651,34.74264400028915,0.8196740546601384,33.62785600256757,38.84275899690692,36.53432710052584
1,chain_3svc,200,36.22541791997719,36.10390649919282,0.6858902764393641,35.129203999531455,39.71599500073353,37.53716679948411
1,chain_4svc,200,37.68675497500226,37.439200499647995,1.0540707234938897,36.16622800109326,47.24730699672364,39.13633764950646
1,chain_5svc,200,38.57308387510784,38.41058050056745,0.9599466351531142,37.16813000210095,42.12284700042801,40.54077505006717
1,monolithic_k8s_1svc,200,34.380772190015705,34.220852499856846,1.4286715855491186,32.44916400217335,43.57489700123551,36.118116350371565
2,chain_2svc,200,35.192741394930636,34.9498739997216,1.1912773966850154,33.72063899951172,44.004180999763776,36.864671102011926
2,chain_3svc,200,36.651629469906766,36.394951999682235,1.0669191508558211,35.06737899806467,42.003146998467855,38.47551619855949
2,chain_4svc,200,37.904836685029295,37.39411949936766,1.5942501188560367,36.12010100187035,51.12793400257942,40.55608054786717
2,chain_5svc,200,39.00903080000717,38.9051535003091,1.2168782341401072,36.994060003053164,44.862884999020025,41.31622090080782
2,monolithic_k8s_1svc,200,33.76875159498013,33.50973200031149,1.2643227242005952,32.35541300091427,41.105209002125775,35.667112751434615
3,chain_2svc,200,35.63312068999949,35.149742501744186,1.7762128362162675,33.8713099990855,52.19015699913143,38.330505397061636
3,chain_3svc,200,36.695404425099696,36.18145800101047,1.6488241584583248,35.077954998996574,48.713829997723224,39.803633898918626
3,chain_4svc,200,39.27431335499932,38.83423749903159,2.0771866018069542,36.47959799855016,50.36987399944337,42.927851097556406
3,chain_5svc,200,39.37361088996113,38.951497999732965,1.8779395962233865,37.06188700016355,50.31916499865474,42.45633669997914
3,monolithic_k8s_1svc,200,33.35597698491256,33.219967501281644,0.8085756074705958,32.23283399711363,37.328235997847514,34.98460084829276
4,chain_2svc,200,34.933747654977196,34.907889499663725,0.7523677169995712,33.57325000251876,38.41688600005,36.146433349676954
4,chain_3svc,200,36.53464443501434,36.21001600004092,1.1037219437696866,35.20989499884308,42.288976001145784,38.69693944980099
4,chain_4svc,200,37.41349818004892,37.128220001250156,0.9459423178941991,36.40950699991663,45.0113879996934,39.004988850138034
4,chain_5svc,200,39.0941759999987,38.54986450096476,2.17802896700904,37.08732599989162,51.062605998595245,44.01788465147547
4,monolithic_k8s_1svc,200,33.56478554005662,33.39641999991727,0.7857284173482273,32.35949800000526,36.56233700166922,35.07852370166802
5,chain_2svc,200,35.09243370510376,34.869311999500496,1.138721215585718,33.937849999347236,44.60104399913689,36.50795839876082
5,chain_3svc,200,36.31967007979256,36.25514849954925,0.6531362040248547,35.07255300064571,39.9649800019688,37.38932220003335
5,chain_4svc,200,37.44412875012131,37.26604750045226,0.6888531592038506,36.41513799811946,40.285887000209186,38.87706054865703
5,chain_5svc,200,39.48082837514448,38.995924000118976,2.1088484476888083,36.998478000896284,50.440839000657434,44.00674920052551
5,monolithic_k8s_1svc,200,33.28416193491648,33.2110034996731,0.6975557938807585,32.24600899920915,35.73765699911746,34.813317249791
