LAST SEEN   TYPE     REASON              OBJECT                                                  MESSAGE
85s         Normal   Scheduled           pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Successfully assigned rq21b-chain2-mtls/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf to aks-rq21bpool-33797924-vmss000000
85s         Normal   Scheduled           pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Successfully assigned rq21b-chain2-mtls/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz to aks-rq21bpool-33797924-vmss000002
85s         Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-multinode-svc-1-848fcd5cf4   Created pod: chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf
85s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
85s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Created container: istio-init
85s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Started container istio-init
85s         Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-multinode-svc-2              Scaled up replica set chain-2svc-mtls-multinode-svc-2-7dd948d8d8 from 0 to 1
85s         Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-multinode-svc-2-7dd948d8d8   Created pod: chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz
85s         Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-multinode-svc-1              Scaled up replica set chain-2svc-mtls-multinode-svc-1-848fcd5cf4 from 0 to 1
84s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Started container istio-proxy
84s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Created container: istio-init
84s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
84s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Created container: istio-proxy
84s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Started container istio-init
84s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
83s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Created container: istio-proxy
83s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
83s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Started container istio-proxy
82s         Normal   Pulling             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
82s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Started container inference
82s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 129ms (129ms including waiting). Image size: 413013146 bytes.
82s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-1-848fcd5cf4-2j5xf    Created container: inference
81s         Normal   Pulling             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
81s         Normal   Pulled              pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 101ms (101ms including waiting). Image size: 413013146 bytes.
81s         Normal   Created             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Created container: inference
81s         Normal   Started             pod/chain-2svc-mtls-multinode-svc-2-7dd948d8d8-cpqsz    Started container inference
