condition,local_k8s_mean_ms,aks_mean_ms,local_k8s_overhead_pct_vs_baseline,aks_overhead_pct_vs_baseline,local_k8s_rank,aks_rank,rank_delta,rank_match
monolithic_k8s_1svc,81.44699327102717,65.61940639100125,0.0,0.0,1,1,0,True
chain_2svc,84.18932542789844,68.89972723499966,3.3670146026701646,4.999010238605662,2,2,0,True
chain_3svc,87.60843166089398,71.8838010360048,7.5649672779984645,9.546557930860251,3,3,0,True
chain_4svc,92.31194689705808,74.17226422000408,13.339907576300744,13.034037184121392,4,4,0,True
chain_5svc,92.62372004601275,75.69480228800239,13.722700281633893,15.354292961697439,5,5,0,True
