row_type,condition_key,condition,paired_pass,n,mean_ms,median_ms,p95_ms,p99_ms,stdev_ms,total_compute_ms_mean,non_compute_overhead_ms_mean,total_activation_bytes_mean,hop_1_activation_bytes_mean,hop_2_activation_bytes_mean,hop_3_activation_bytes_mean,hop_4_activation_bytes_mean,hop_5_activation_bytes_mean,hop_1_forward_ms_mean,hop_2_forward_ms_mean,hop_3_forward_ms_mean,hop_4_forward_ms_mean,hop_5_forward_ms_mean,mean_latency_overhead_ms,mean_latency_overhead_pct,p95_latency_overhead_ms,non_compute_overhead_delta_ms,total_compute_delta_ms,security_validation_passed,resource_metrics_available,resource_sample_count,sidecar_sample_row_count,sidecar_metrics_available,service_app_cpu_mcores_mean,sidecar_cpu_mcores_mean,total_pod_cpu_mcores_mean,service_app_memory_mib_mean,sidecar_memory_mib_mean,total_pod_memory_mib_mean,service_schedule_to_ready_seconds_mean,service_sidecar_started_delay_seconds_mean,deployment_kubernetes_object_count,deployment_control_plane_pod_count,deployment_injected_container_count
condition_overall,plain,chain_5svc_plain,,1000,76.69316789299995,76.23482900010004,79.91813695002747,84.08905068985405,1.8265938054869435,66.96653923600023,9.726628656999765,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.4690054290019,34.203926052998504,19.888696437000817,1.91690816299365,0.0,,,,,,,True,33,0,False,564.2940230300461,0.0,564.2940230300461,1944.4848484848485,0.0,1944.4848484848485,7.2,,14,0,0
condition_overall,mtls,chain_5svc_mtls,,1000,85.70165645900886,85.11237400000482,89.94660524988376,93.85179872993149,2.252988735838411,67.5374938879998,18.164162571009,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,56.47910376599664,39.4088560469984,23.047937733999795,3.34260326099934,0.0,,,,,,True,True,35,175,True,554.6342022901987,82.14072095345186,636.7749232436505,1989.2285714285715,222.68571428571428,2211.9142857142856,26.48,2.2399999999999998,28,3,5
condition_pass,plain,chain_5svc_plain,1,200,76.54754294998952,76.03700400011348,79.66170730015847,84.31372487990075,1.9569973416842177,66.93332594000594,9.614217009983577,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.26178592999895,34.064133560002574,19.815805800004682,1.914401935001706,0.0,,,,,,,,,,,,,,,,,,,,,
condition_pass,mtls,chain_5svc_mtls,1,200,84.7507331750052,84.48283699993908,88.24498100007077,89.5094879499004,1.5705631557284787,66.91657579999232,17.834157375012865,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,55.79097416500132,38.767298645005894,22.605434214998468,3.248199115000716,0.0,,,,,,True,,,,,,,,,,,,,,,
condition_pass,plain,chain_5svc_plain,2,200,76.79738293499781,76.37648749994241,80.17983765000736,83.19621731989399,1.9493806908445206,67.10145315000887,9.695929784988948,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.538260085006186,34.255212434999294,19.862553419990263,1.9427325049923638,0.0,,,,,,,,,,,,,,,,,,,,,
condition_pass,mtls,chain_5svc_mtls,2,200,86.0185696000042,85.31363050008167,90.24009489988885,93.87114787993366,2.5157472625095556,67.76040971498446,18.258159885019722,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,56.75453679500038,39.708173989997704,23.23050711500059,3.417222384997558,0.0,,,,,,True,,,,,,,,,,,,,,,
condition_pass,plain,chain_5svc_plain,3,200,76.4621821600042,76.09921799996755,78.90975949984522,84.08905068985405,1.7427425818869273,66.79900390000057,9.663178260003633,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.3198732749986,34.08268340999939,19.81634123000731,1.9025494450033875,0.0,,,,,,,,,,,,,,,,,,,,,
condition_pass,mtls,chain_5svc_mtls,3,200,86.43034042500746,86.01629099996444,90.82955595014255,95.04432010015307,2.243708407817913,67.94619417499803,18.484146250009417,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,57.01792805999844,39.78872087500463,23.30016597499707,3.3638750250020166,0.0,,,,,,True,,,,,,,,,,,,,,,
condition_pass,plain,chain_5svc_plain,4,200,76.78127369000208,76.42978600006245,79.99154770004678,83.5474433499644,1.7497187854157181,66.9816725249973,9.799601165004788,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.56494955998642,34.21972367000308,19.86906832999921,1.898542834996988,0.0,,,,,,,,,,,,,,,,,,,,,
condition_pass,mtls,chain_5svc_mtls,4,200,85.39651880500969,84.80934900012471,89.3262904999915,91.30641491988854,2.156354794096511,67.39234701499868,18.004171790011014,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,56.138581264987124,39.15297137499124,22.97350166499882,3.300672609996127,0.0,,,,,,True,,,,,,,,,,,,,,,
condition_pass,plain,chain_5svc_plain,5,200,76.87745773000643,76.42406650006706,79.95247100027426,83.28738153008543,1.7008561223844971,67.01724066498855,9.860217065017878,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,48.660158295019755,34.39787718998787,20.07971340500262,1.9263140949738045,0.0,,,,,,,,,,,,,,,,,,,,,
condition_pass,mtls,chain_5svc_mtls,5,200,85.91212029001781,85.22829949993138,90.239715950338,93.7591547902184,2.3066411574015904,67.67194273502582,18.240177554991988,2107392.0,602112.0,802816.0,401408.0,200704.0,100352.0,56.693498544996146,39.62711534999244,23.13007970000399,3.3830471700002818,0.0,,,,,,True,,,,,,,,,,,,,,,
paired_pass_delta,,,1,,,,,,,,,,,,,,,,,,,,8.203190225015675,10.716464446644656,8.583273699912297,8.219940365029288,-0.0167501400136274,,,,,,,,,,,,,,,,
paired_pass_delta,,,2,,,,,,,,,,,,,,,,,,,,9.221186665006385,12.007162630543418,10.060257249881488,8.562230100030774,0.6589565649755968,,,,,,,,,,,,,,,,
paired_pass_delta,,,3,,,,,,,,,,,,,,,,,,,,9.968158265003254,13.03671695393673,11.919796450297326,8.820967990005784,1.147190274997456,,,,,,,,,,,,,,,,
paired_pass_delta,,,4,,,,,,,,,,,,,,,,,,,,8.61524511500761,11.220502996330767,9.33474279994472,8.204570625006227,0.4106744900013837,,,,,,,,,,,,,,,,
paired_pass_delta,,,5,,,,,,,,,,,,,,,,,,,,9.034662560011384,11.75203086415931,10.287244950063737,8.37996048997411,0.6547020700372741,,,,,,,,,,,,,,,,
comparison_overall,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.010098336994737,5.204929993999897,3.159241296998978,1.42569509800569,0.0,9.008488566008907,11.746142209925772,10.028468299856286,,,True,,,,,,82.14072095345186,72.4809002136044,,222.68571428571428,267.4294372294371,19.28,2.2399999999999998,,,
