condition_key,condition,n,mean_ms,median_ms,p95_ms,p99_ms,non_compute_overhead_ms_mean,total_compute_ms_mean,total_activation_bytes_mean,hop_1_activation_bytes_mean,hop_2_activation_bytes_mean,hop_3_activation_bytes_mean,hop_4_activation_bytes_mean,hop_5_activation_bytes_mean,hop_1_forward_ms_mean,hop_2_forward_ms_mean,hop_3_forward_ms_mean,hop_4_forward_ms_mean,hop_5_forward_ms_mean,security_validation_passed,resource_metrics_available,resource_metrics_reason,resource_sample_count,sidecar_sample_row_count,sidecar_metrics_available,resource_passes_covered,operational_passes_covered,service_app_cpu_mcores_mean,sidecar_cpu_mcores_mean,total_pod_cpu_mcores_mean,service_app_memory_mib_mean,sidecar_memory_mib_mean,total_pod_memory_mib_mean,client_cpu_mcores_mean,client_memory_mib_mean,service_scheduling_delay_seconds_mean,service_schedule_to_ready_seconds_mean,service_app_started_delay_seconds_mean,service_sidecar_started_delay_seconds_mean,service_failed_scheduling_event_count,service_app_requested_cpu_mcores_total,service_sidecar_requested_cpu_mcores_total,service_total_requested_cpu_mcores_total,service_app_requested_memory_mib_total,service_sidecar_requested_memory_mib_total,service_total_requested_memory_mib_total,benchmark_requested_cpu_mcores_total,benchmark_requested_memory_mib_total,node_request_headroom_cpu_mcores,node_request_headroom_memory_mib,deployment_kubernetes_object_count,deployment_service_account_count,deployment_peer_authentication_count,deployment_authorization_policy_count,deployment_control_plane_pod_count,deployment_injected_container_count,control_plane_shares_benchmark_node,control_plane_shared_node_names,control_plane_shared_pod_names
plain,chain_2svc_plain,1000,70.09394797399763,69.93185600003926,71.69537169995692,74.00982894992467,4.268320992994177,65.8256269810033,1003520.0,602112.0,401408.0,,,,30.65702629500265,0.0,0.0,0.0,0.0,,True,,30,0,False,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",450.2611593148141,0.0,450.2611593148141,797.2,0.0,797.2,159.3369534034016,0.0,0.1,7.4,0.8,,0,2000.0,0.0,2000.0,2048.0,0.0,2048.0,2100.0,3072.0,5720.0,26671.8984375,8,,,,0,0,False,[],[]
mtls,chain_2svc_mtls,1000,73.2163180440018,72.92928449987812,75.22686169990038,77.9130156600877,7.283530049003502,65.93278799499839,1003520.0,602112.0,401408.0,,,,32.9601295080031,0.0,0.0,0.0,0.0,True,True,,30,60,True,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",553.5774957334431,33.51060166751547,587.0880974009585,810.4,84.0,894.4,156.29907239408408,0.8,0.0,23.9,17.5,3.8,0,2000.0,200.0,2200.0,2048.0,256.0,2304.0,2300.0,3328.0,5520.0,26415.8984375,13,2,2,1,3,2,False,[],[]
