condition,cohens_d,mann_whitney_u,mann_whitney_p,n_monolithic,n_split,pooling_note
split_after_layer3_block0,0.7557120918528711,300807.0,1.1024840370496447e-53,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
split_after_layer3,0.8108246947902474,295044.0,9.932284065089366e-57,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
split_after_layer2,0.7595598324848981,293986.0,2.682952092738431e-57,1000,1000,"Per-iteration pooling; with large N, p-values are near-zero for any non-trivial difference. Cohen's d is more informative for effect magnitude."
