condition,n,mean_ms,median_ms,std_ms,min_ms,max_ms,p5_ms,p25_ms,p75_ms,p95_ms,p99_ms,ci95_lower_ms,ci95_upper_ms,service_a_compute_ms_mean,service_b_compute_ms_mean,boundary_crossing_ms_mean,activation_bytes_mean
split_after_layer3_block0,1000,78.69145327099703,77.99892549996912,2.7148529105386663,76.04186499997923,89.43037699987144,76.38221949997615,77.75462699993341,78.27925625008447,85.94152000005124,86.5427532698709,78.52298392707024,78.85992261492382,45.55056094199904,31.157723449996634,33.13538315100187,200704.0
split_after_layer3,1000,78.8534843150003,77.83638149987837,2.677194205288209,77.1431069999835,88.38944099989021,77.44723280001153,77.64536600001293,78.11678925003207,85.72150624989945,86.56898449995424,78.6873518701895,79.0196167598111,53.13005607900118,23.712624961005076,25.718235724005353,200704.0
split_after_layer2,1000,78.68872302999988,77.61512549996041,2.6685534316772466,76.59822599998733,88.20161100015866,77.1904470999516,77.40721900000835,78.01976324986981,85.48153185014371,86.1026087100413,78.52312678567921,78.85431927432055,38.74648954399618,37.43861033099597,39.936971611997926,401408.0
monolithic,1000,76.29148762699971,73.77754499998446,3.5777881138839396,73.44485599992367,84.0324360001432,73.575641600155,73.6778935000757,81.17339649987798,81.3886359501339,81.54748282003766,76.06946911030023,76.51350614369919,76.29148762699971,0.0,0.0,0.0
