LAST SEEN   TYPE     REASON      OBJECT                              MESSAGE
66s         Normal   Scheduled   pod/benchmark-client                Successfully assigned rq21-ms-l4-plain-client/benchmark-client to aks-rq15pool-53575030-vmss000000
52s         Normal   Scheduled   pod/rq21-ms-direct-20260516110959   Successfully assigned rq21-ms-l4-plain-client/rq21-ms-direct-20260516110959 to aks-rq15pool-53575030-vmss000000
66s         Normal   Pulling     pod/benchmark-client                Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
66s         Normal   Pulled      pod/benchmark-client                Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 125ms (125ms including waiting). Image size: 413013146 bytes.
66s         Normal   Created     pod/benchmark-client                Created container: client
66s         Normal   Started     pod/benchmark-client                Started container client
53s         Normal   Pulling     pod/rq21-ms-direct-20260516110959   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
52s         Normal   Pulled      pod/rq21-ms-direct-20260516110959   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 160ms (160ms including waiting). Image size: 413013146 bytes.
52s         Normal   Created     pod/rq21-ms-direct-20260516110959   Created container: debug
52s         Normal   Started     pod/rq21-ms-direct-20260516110959   Started container debug
51s         Normal   Killing     pod/rq21-ms-direct-20260516110959   Stopping container debug
