condition_key,condition,n,mean_ms,median_ms,p95_ms,p99_ms,non_compute_overhead_ms_mean,total_compute_ms_mean,total_activation_bytes_mean,hop_1_activation_bytes_mean,hop_2_activation_bytes_mean,hop_3_activation_bytes_mean,hop_4_activation_bytes_mean,hop_5_activation_bytes_mean,hop_1_forward_ms_mean,hop_2_forward_ms_mean,hop_3_forward_ms_mean,hop_4_forward_ms_mean,hop_5_forward_ms_mean,security_validation_passed,resource_metrics_available,resource_metrics_reason,resource_sample_count,sidecar_sample_row_count,sidecar_metrics_available,resource_passes_covered,operational_passes_covered,service_app_cpu_mcores_mean,sidecar_cpu_mcores_mean,total_pod_cpu_mcores_mean,service_app_memory_mib_mean,sidecar_memory_mib_mean,total_pod_memory_mib_mean,client_cpu_mcores_mean,client_memory_mib_mean,service_scheduling_delay_seconds_mean,service_schedule_to_ready_seconds_mean,service_app_started_delay_seconds_mean,service_sidecar_started_delay_seconds_mean,service_failed_scheduling_event_count,service_app_requested_cpu_mcores_total,service_sidecar_requested_cpu_mcores_total,service_total_requested_cpu_mcores_total,service_app_requested_memory_mib_total,service_sidecar_requested_memory_mib_total,service_total_requested_memory_mib_total,benchmark_requested_cpu_mcores_total,benchmark_requested_memory_mib_total,node_request_headroom_cpu_mcores,node_request_headroom_memory_mib,deployment_kubernetes_object_count,deployment_service_account_count,deployment_peer_authentication_count,deployment_authorization_policy_count,deployment_control_plane_pod_count,deployment_injected_container_count,control_plane_shares_benchmark_node,control_plane_shared_node_names,control_plane_shared_pod_names
plain,chain_2svc_plain_multinode,1000,69.46947258800537,69.38827149997451,71.02450900013082,72.6857376000271,4.945256289005556,64.52421629899982,1003520.0,602112.0,401408.0,,,,30.4928616229995,0.0,0.0,0.0,0.0,,True,,26,0,False,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",479.23550236287275,0.0,479.23550236287275,504.6923076923077,0.0,504.6923076923077,154.770739437312,0.0,0.0,7.3,0.9,,0,2000.0,0.0,2000.0,2048.0,0.0,2048.0,2000.0,2048.0,,,8,,,,0,0,False,[],[]
mtls,chain_2svc_mtls_multinode,1000,72.18117671599953,72.03303599976607,73.71667244988203,76.3062729799185,7.8136381819881535,64.36753853401137,1003520.0,602112.0,401408.0,,,,32.32602808599631,0.0,0.0,0.0,0.0,True,True,,30,60,True,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",544.1049794578147,35.382011353929336,579.486990811744,520.4,83.4,603.8,154.9867332755651,0.8,0.0,15.1,8.2,2.6,0,2000.0,200.0,2200.0,2048.0,256.0,2304.0,2200.0,2304.0,,,13,2,2,1,2,2,False,[],[]
