condition_key,condition_name,tee_scope,service1_vm_size,service1_nodepool,service1_confidential,service2_vm_size,service2_nodepool,service2_confidential,service2_zone,iteration_count,mean_latency_ms,median_latency_ms,p95_latency_ms,p99_latency_ms,std_latency_ms,mean_latency_ci95_margin_ms,throughput_req_per_s,passes_covered,end_to_end_ms_mean,end_to_end_ms_median,end_to_end_ms_p95,end_to_end_ms_std,total_compute_ms_mean,total_compute_ms_median,total_compute_ms_p95,total_compute_ms_std,non_compute_overhead_ms_mean,non_compute_overhead_ms_median,non_compute_overhead_ms_p95,non_compute_overhead_ms_std,hop_1_compute_ms_mean,hop_1_compute_ms_median,hop_1_compute_ms_p95,hop_1_compute_ms_std,hop_1_forward_ms_mean,hop_1_forward_ms_median,hop_1_forward_ms_p95,hop_1_forward_ms_std,hop_2_compute_ms_mean,hop_2_compute_ms_median,hop_2_compute_ms_p95,hop_2_compute_ms_std,hop_2_forward_ms_mean,hop_2_forward_ms_median,hop_2_forward_ms_p95,hop_2_forward_ms_std
confidential,chain_2svc_mtls_confidential_full,full_2svc,Standard_DC8as_v5,r22s1cvm,True,Standard_DC8as_v5,r22s2cvm,True,1,1000,65.03055538899685,64.15849300037735,68.24971340042792,100.81576553049672,6.358355180588873,0.3945657319293662,15.377386737945649,"1,2,3,4,5",65.03055538899685,64.15849300037735,68.24971340042792,6.358355180588873,54.34159641099935,54.19520050000415,55.52128114995298,0.9247134654294443,10.688958977997489,9.816460500047697,12.920735549633376,6.2207413362564905,30.428257606998784,30.348926000016263,31.105292550006425,0.6220222614712982,30.273597199999983,29.480818499990846,32.430568700053186,6.021688980130057,23.913338804000574,23.805112000005124,24.847655000010604,0.6720446648176923,0.0,0.0,0.0,0.0
standard,chain_2svc_mtls_standard,full_2svc,Standard_D8as_v5,r22s1std,False,Standard_D8as_v5,r22s2std,False,1,1000,60.12638808597694,59.76613050006563,63.04033470031527,67.19521719020577,1.7602355741970246,0.10923086521203651,16.631632663017495,"1,2,3,4,5",60.12638808597694,59.76613050006563,63.04033470031527,1.7602355741970246,54.09537898700045,53.7584675000744,56.44219345052476,1.4894672670395883,6.031009098976483,5.977419000174677,6.875460350138951,0.5274216266826239,30.196630252999057,30.046243999549915,31.185371249398486,0.7604256088326505,27.591040744006246,27.264830999797596,29.271947249731056,1.3331304369888632,23.8987487340014,23.589223000044512,25.418852850037865,1.2424607905245366,0.0,0.0,0.0,0.0
