paired_pass,execution_order,standard_mean_ms,confidential_mean_ms,delta_mean_ms,delta_mean_pct,standard_median_ms,confidential_median_ms,delta_median_ms,standard_p95_ms,confidential_p95_ms,delta_p95_ms,standard_total_compute_mean_ms,confidential_total_compute_mean_ms,delta_total_compute_mean_ms,standard_non_compute_overhead_mean_ms,confidential_non_compute_overhead_mean_ms,delta_non_compute_overhead_mean_ms
1,confidential->standard,59.859286159994554,63.337684630004105,3.4783984700095516,5.810958822182299,59.85555300003398,62.89132649999374,3.0357734999597596,60.99066565001294,65.98268794980413,4.992022299791188,53.7121740650025,53.785176865001176,0.07300279999867598,6.147112094992053,9.552507765002929,3.4053956700108756
2,standard->confidential,61.034210120003536,66.20037516000366,5.1661650400001236,8.464376011162548,60.33864800019728,64.51001049981642,4.171362499619136,66.08099624984332,68.93671750010526,2.8557212502619365,54.9905454349846,54.416409425000865,-0.5741360099837323,6.043664685018939,11.783965735002793,5.740301049983854
3,confidential->standard,59.04887388500583,64.71403523496974,5.66516134996391,9.59402098166423,58.88369849981245,64.1735809997499,5.289882499937448,60.559520549941226,67.30685540026114,6.747334850319916,53.3584050049933,54.161523814997,0.8031188100036957,5.690468880012531,10.552511419972745,4.862042539960214
4,standard->confidential,59.91869209493416,65.48843444500562,5.569742350071465,9.295500544716262,59.818449999966106,63.840124500075035,4.021674500108929,61.59815429941772,69.95393205020264,8.355777750784917,53.95308597003151,54.431112949999225,0.4780269799677157,5.965606124902649,11.05732149500639,5.09171537010374
5,confidential->standard,60.77087816994663,65.4122474750011,4.641369305054468,7.637489279116244,60.4449045004003,64.8233470001287,4.378442499728408,63.676061199566895,67.86388075056493,4.187819550998036,54.46268445999038,54.91375899999852,0.4510745400081433,6.308193709956242,10.498488475002572,4.19029476504633
