LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
2m5s        Normal   Scheduled           pod/chain-5svc-mtls-svc-4-8bd75497b-j9jwv     Successfully assigned rq21-chain5-mtls/chain-5svc-mtls-svc-4-8bd75497b-j9jwv to aks-rq15pool-92711761-vmss000000
2m5s        Normal   Scheduled           pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Successfully assigned rq21-chain5-mtls/chain-5svc-mtls-svc-2-54648bd458-tgxlc to aks-rq15pool-92711761-vmss000000
2m4s        Normal   Scheduled           pod/chain-5svc-mtls-svc-5-c75656969-8gwhp     Successfully assigned rq21-chain5-mtls/chain-5svc-mtls-svc-5-c75656969-8gwhp to aks-rq15pool-92711761-vmss000000
2m5s        Normal   Scheduled           pod/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c    Successfully assigned rq21-chain5-mtls/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c to aks-rq15pool-92711761-vmss000000
2m5s        Normal   Scheduled           pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Successfully assigned rq21-chain5-mtls/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8 to aks-rq15pool-92711761-vmss000000
2m6s        Normal   Started             pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Started container istio-init
2m6s        Normal   ScalingReplicaSet   deployment/chain-5svc-mtls-svc-1              Scaled up replica set chain-5svc-mtls-svc-1-9cdf9bdf from 0 to 1
2m6s        Normal   Pulled              pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m6s        Normal   Created             pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Created container: istio-init
2m6s        Normal   ScalingReplicaSet   deployment/chain-5svc-mtls-svc-3              Scaled up replica set chain-5svc-mtls-svc-3-6c89bc5879 from 0 to 1
2m6s        Normal   SuccessfulCreate    replicaset/chain-5svc-mtls-svc-1-9cdf9bdf     Created pod: chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8
2m6s        Normal   SuccessfulCreate    replicaset/chain-5svc-mtls-svc-3-6c89bc5879   Created pod: chain-5svc-mtls-svc-3-6c89bc5879-4lz7c
2m6s        Normal   Created             pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Created container: istio-init
2m6s        Normal   ScalingReplicaSet   deployment/chain-5svc-mtls-svc-2              Scaled up replica set chain-5svc-mtls-svc-2-54648bd458 from 0 to 1
2m6s        Normal   SuccessfulCreate    replicaset/chain-5svc-mtls-svc-2-54648bd458   Created pod: chain-5svc-mtls-svc-2-54648bd458-tgxlc
2m6s        Normal   Pulled              pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-5-c75656969-8gwhp     Started container istio-init
2m5s        Normal   Pulled              pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m5s        Normal   ScalingReplicaSet   deployment/chain-5svc-mtls-svc-5              Scaled up replica set chain-5svc-mtls-svc-5-c75656969 from 0 to 1
2m5s        Normal   Created             pod/chain-5svc-mtls-svc-5-c75656969-8gwhp     Created container: istio-init
2m5s        Normal   Pulled              pod/chain-5svc-mtls-svc-5-c75656969-8gwhp     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Started container istio-proxy
2m5s        Normal   ScalingReplicaSet   deployment/chain-5svc-mtls-svc-4              Scaled up replica set chain-5svc-mtls-svc-4-8bd75497b from 0 to 1
2m5s        Normal   SuccessfulCreate    replicaset/chain-5svc-mtls-svc-4-8bd75497b    Created pod: chain-5svc-mtls-svc-4-8bd75497b-j9jwv
2m5s        Normal   Created             pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Created container: istio-proxy
2m5s        Normal   SuccessfulCreate    replicaset/chain-5svc-mtls-svc-5-c75656969    Created pod: chain-5svc-mtls-svc-5-c75656969-8gwhp
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-2-54648bd458-tgxlc    Started container istio-init
2m5s        Normal   Pulled              pod/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m5s        Normal   Created             pod/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c    Created container: istio-init
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c    Started container istio-init
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-4-8bd75497b-j9jwv     Started container istio-init
2m5s        Normal   Created             pod/chain-5svc-mtls-svc-4-8bd75497b-j9jwv     Created container: istio-init
2m5s        Normal   Started             pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Started container istio-proxy
2m5s        Normal   Pulled              pod/chain-5svc-mtls-svc-4-8bd75497b-j9jwv     Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m5s        Normal   Created             pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Created container: istio-proxy
2m5s        Normal   Pulled              pod/chain-5svc-mtls-svc-1-9cdf9bdf-gfpf8      Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-2" already present on machine
2m4s        Normal   Started             pod/chain-5svc-mtls-svc-3-6c89bc5879-4lz7c    Started container istio-proxy
2m4s        Normal   Started             pod/chain-5svc-mtls-svc-5-c75656969-8gwhp     Started container istio-proxy
