LAST SEEN   TYPE     REASON      OBJECT                                MESSAGE
99s         Normal   Scheduled   pod/benchmark-client                  Successfully assigned rq21-client-mtls/benchmark-client to aks-rq15pool-95166063-vmss000000
69s         Normal   Scheduled   pod/rq21-direct-deny-20260515162423   Successfully assigned rq21-client-mtls/rq21-direct-deny-20260515162423 to aks-rq15pool-95166063-vmss000000
99s         Normal   Pulling     pod/benchmark-client                  Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
99s         Normal   Pulled      pod/benchmark-client                  Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 181ms (181ms including waiting). Image size: 413013146 bytes.
99s         Normal   Created     pod/benchmark-client                  Created container: client
99s         Normal   Started     pod/benchmark-client                  Started container client
68s         Normal   Pulling     pod/rq21-direct-deny-20260515162423   Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
68s         Normal   Pulled      pod/rq21-direct-deny-20260515162423   Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 284ms (284ms including waiting). Image size: 413013146 bytes.
68s         Normal   Created     pod/rq21-direct-deny-20260515162423   Created container: debug
68s         Normal   Started     pod/rq21-direct-deny-20260515162423   Started container debug
58s         Normal   Killing     pod/rq21-direct-deny-20260515162423   Stopping container debug
