LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
100s        Normal   Scheduled           pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Successfully assigned rq21-chain2-mtls/chain-2svc-mtls-svc-1-6f977dd587-qkln2 to aks-rq15pool-95166063-vmss000000
100s        Normal   Scheduled           pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Successfully assigned rq21-chain2-mtls/chain-2svc-mtls-svc-2-774bd69559-m7mhk to aks-rq15pool-95166063-vmss000000
101s        Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-svc-1              Scaled up replica set chain-2svc-mtls-svc-1-6f977dd587 from 0 to 1
101s        Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-svc-1-6f977dd587   Created pod: chain-2svc-mtls-svc-1-6f977dd587-qkln2
100s        Normal   Pulled              pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
100s        Normal   Created             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Created container: istio-init
100s        Normal   Started             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Started container istio-init
100s        Normal   ScalingReplicaSet   deployment/chain-2svc-mtls-svc-2              Scaled up replica set chain-2svc-mtls-svc-2-774bd69559 from 0 to 1
100s        Normal   SuccessfulCreate    replicaset/chain-2svc-mtls-svc-2-774bd69559   Created pod: chain-2svc-mtls-svc-2-774bd69559-m7mhk
100s        Normal   Started             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Started container istio-init
100s        Normal   Created             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Created container: istio-init
100s        Normal   Pulled              pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
99s         Normal   Started             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Started container istio-proxy
99s         Normal   Created             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Created container: istio-proxy
99s         Normal   Pulled              pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
99s         Normal   Created             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Created container: istio-proxy
99s         Normal   Started             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Started container istio-proxy
99s         Normal   Pulled              pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Container image "mcr.microsoft.com/oss/v2/istio/proxyv2:v1.29.1-4" already present on machine
97s         Normal   Pulling             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
97s         Normal   Started             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Started container inference
97s         Normal   Pulling             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Pulling image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b"
97s         Normal   Pulled              pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 330ms (330ms including waiting). Image size: 413013146 bytes.
97s         Normal   Created             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Created container: inference
97s         Normal   Started             pod/chain-2svc-mtls-svc-2-774bd69559-m7mhk    Started container inference
97s         Normal   Pulled              pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Successfully pulled image "thesisrq15acr.azurecr.io/thesis-inference@sha256:d292aef407ee8a15da2bdaa680de1cc24b0975e7de81d27e1fc3a7d128b8736b" in 341ms (341ms including waiting). Image size: 413013146 bytes.
97s         Normal   Created             pod/chain-2svc-mtls-svc-1-6f977dd587-qkln2    Created container: inference
